date,pm25,pm10,o3,no2,co,location
08-11-2023,91,52,53,19,20,"Siddharth Nagar Worli, Mumbai"
09-11-2023,90,46,36,13,19,"Siddharth Nagar Worli, Mumbai"
10-11-2023,80,44,5,12,19,"Siddharth Nagar Worli, Mumbai"
11-11-2023,76,47,6.875,12,18.625,"Siddharth Nagar Worli, Mumbai"
18-11-2023,129.375,68,20,12,16,"Siddharth Nagar Worli, Mumbai"
19-11-2023,137,52,7,22,15,"Siddharth Nagar Worli, Mumbai"
20-11-2023,90,57.5,14.5,17,15,"Siddharth Nagar Worli, Mumbai"
21-11-2023,94,63,22,12,15,"Siddharth Nagar Worli, Mumbai"
22-11-2023,98,69,47,4,15,"Siddharth Nagar Worli, Mumbai"
23-11-2023,146,85,34,7,16,"Siddharth Nagar Worli, Mumbai"
24-11-2023,159,44,21,12,17,"Siddharth Nagar Worli, Mumbai"
25-11-2023,76,46,19,11,17,"Siddharth Nagar Worli, Mumbai"
26-11-2023,73,44.5,20,11.25,16.25,"Siddharth Nagar Worli, Mumbai"
29-11-2023,79.75,40,23,12,14,"Siddharth Nagar Worli, Mumbai"
30-11-2023,82,72,48,4,16,"Siddharth Nagar Worli, Mumbai"
01-12-2023,137,64,56,4,17,"Siddharth Nagar Worli, Mumbai"
02-12-2023,132,67,67,4,20,"Siddharth Nagar Worli, Mumbai"
03-12-2023,69,70,43,12,20,"Siddharth Nagar Worli, Mumbai"
04-12-2023,64,69,22,5,18,"Siddharth Nagar Worli, Mumbai"
05-12-2023,132,65.75,27.25,6.75,18.25,"Siddharth Nagar Worli, Mumbai"
08-12-2023,117.75,56,43,12,19,"Siddharth Nagar Worli, Mumbai"
09-12-2023,113,57,22,13,16,"Siddharth Nagar Worli, Mumbai"
10-12-2023,116,57,19,4,18,"Siddharth Nagar Worli, Mumbai"
11-12-2023,111,51,22,13,15,"Siddharth Nagar Worli, Mumbai"
12-12-2023,45,54.5,43,12,14.5,"Siddharth Nagar Worli, Mumbai"
13-12-2023,46,58,64,11,14,"Siddharth Nagar Worli, Mumbai"
14-12-2023,47,59.8,53.4,9.8,15.2,"Siddharth Nagar Worli, Mumbai"
18-12-2023,118.2,67,11,5,20,"Siddharth Nagar Worli, Mumbai"
19-12-2023,136,55,9,13,14,"Siddharth Nagar Worli, Mumbai"
20-12-2023,85,72,30,5,16,"Siddharth Nagar Worli, Mumbai"
21-12-2023,142,91,20,13,17,"Siddharth Nagar Worli, Mumbai"
22-12-2023,129,87,52,13,20,"Siddharth Nagar Worli, Mumbai"
23-12-2023,158,76,60,5,19,"Siddharth Nagar Worli, Mumbai"
24-12-2023,150,72,30,5,16,"Siddharth Nagar Worli, Mumbai"
25-12-2023,150,93,95,20,20,"Siddharth Nagar Worli, Mumbai"
26-12-2023,164,84,36,15,17,"Siddharth Nagar Worli, Mumbai"
27-12-2023,101,98,13,11,17,"Siddharth Nagar Worli, Mumbai"
28-12-2023,119,90,26,6,18,"Siddharth Nagar Worli, Mumbai"
29-12-2023,162,113,11,29,21,"Siddharth Nagar Worli, Mumbai"
30-12-2023,70,56,79,5,17,"Siddharth Nagar Worli, Mumbai"
31-12-2023,105,50,80,16,20,"Siddharth Nagar Worli, Mumbai"
01-01-2024,53,52,61,13,14,"Siddharth Nagar Worli, Mumbai"
02-01-2024,47,81,64,19.14285714,6,"Siddharth Nagar Worli, Mumbai"
03-01-2024,142,85,2,25.28571429,9,"Siddharth Nagar Worli, Mumbai"
04-01-2024,156,82.6,13.2,31.42857143,8.8,"Siddharth Nagar Worli, Mumbai"
08-01-2024,146.4,73,58,56,8,"Siddharth Nagar Worli, Mumbai"
09-01-2024,144,77,40,61,5,"Siddharth Nagar Worli, Mumbai"
10-01-2024,134,130,12,62,5,"Siddharth Nagar Worli, Mumbai"
11-01-2024,179,110,63,57,8,"Siddharth Nagar Worli, Mumbai"
12-01-2024,158,90,53.33333333,47,6,"Siddharth Nagar Worli, Mumbai"
14-01-2024,124,50,34,27,2,"Siddharth Nagar Worli, Mumbai"
15-01-2024,107,71,50,26,1,"Siddharth Nagar Worli, Mumbai"
16-01-2024,107,85,43,28,1,"Siddharth Nagar Worli, Mumbai"
17-01-2024,154,89,24,13,1,"Siddharth Nagar Worli, Mumbai"
18-01-2024,150,108,33,14,2,"Siddharth Nagar Worli, Mumbai"
19-01-2024,167,120,20,30,5,"Siddharth Nagar Worli, Mumbai"
20-01-2024,172,112,48.5,26,3.5,"Siddharth Nagar Worli, Mumbai"
21-01-2024,168.5,104,77,22,2,"Siddharth Nagar Worli, Mumbai"
22-01-2024,165,97,24,13,1,"Siddharth Nagar Worli, Mumbai"
23-01-2024,156,98,51,32,2,"Siddharth Nagar Worli, Mumbai"
24-01-2024,162,95,63,31,1,"Siddharth Nagar Worli, Mumbai"
25-01-2024,143,109,80,34,5,"Siddharth Nagar Worli, Mumbai"
26-01-2024,159,101,39,28,3,"Siddharth Nagar Worli, Mumbai"
27-01-2024,156,115.5,22,48,3,"Siddharth Nagar Worli, Mumbai"
28-01-2024,166.5,130,5,68,3,"Siddharth Nagar Worli, Mumbai"
29-01-2024,177,117,19,57.75,2,"Siddharth Nagar Worli, Mumbai"
30-01-2024,157,101.3333333,18.75,47.5,1.666666667,"Siddharth Nagar Worli, Mumbai"
01-02-2024,145.6666667,70,18.25,27,1,"Siddharth Nagar Worli, Mumbai"
02-02-2024,140,103,18,9,6,"Siddharth Nagar Worli, Mumbai"
03-02-2024,165,138,35,16,14,"Siddharth Nagar Worli, Mumbai"
04-02-2024,180,117,30,23,12,"Siddharth Nagar Worli, Mumbai"
05-02-2024,171,109,36,16,11,"Siddharth Nagar Worli, Mumbai"
06-02-2024,166,99,55,14,5,"Siddharth Nagar Worli, Mumbai"
07-02-2024,143,109,40,30,3,"Siddharth Nagar Worli, Mumbai"
08-02-2024,149,108,38,14,1,"Siddharth Nagar Worli, Mumbai"
09-02-2024,166,101,24,19,5,"Siddharth Nagar Worli, Mumbai"
10-02-2024,163,102,25,11,5,"Siddharth Nagar Worli, Mumbai"
11-02-2024,163,117,45,21,5,"Siddharth Nagar Worli, Mumbai"
12-02-2024,158,107,40,12,5,"Siddharth Nagar Worli, Mumbai"
13-02-2024,162,119.5,59.5,18.5,5.5,"Siddharth Nagar Worli, Mumbai"
14-02-2024,170,132,79,25,6,"Siddharth Nagar Worli, Mumbai"
15-02-2024,178,168,47,32,10,"Siddharth Nagar Worli, Mumbai"
16-02-2024,179,188,32.5,42,12,"Siddharth Nagar Worli, Mumbai"
17-02-2024,187,91,18,7,5,"Siddharth Nagar Worli, Mumbai"
18-02-2024,156,97,30,28,8,"Siddharth Nagar Worli, Mumbai"
19-02-2024,152,50.5,19.5,19.5,7.333333333,"Siddharth Nagar Worli, Mumbai"
20-02-2024,98,4,9,11,6.666666667,"Siddharth Nagar Worli, Mumbai"
21-02-2024,44,63,22,8,6,"Siddharth Nagar Worli, Mumbai"
22-02-2024,128,77,14,19,7,"Siddharth Nagar Worli, Mumbai"
23-02-2024,92,90,21.5,22,6,"Siddharth Nagar Worli, Mumbai"
24-02-2024,158,103,29,29,3,"Siddharth Nagar Worli, Mumbai"
25-02-2024,125,139,36.5,43,8,"Siddharth Nagar Worli, Mumbai"
26-02-2024,160,154,44,34,8,"Siddharth Nagar Worli, Mumbai"
27-02-2024,189,125,32,25,12,"Siddharth Nagar Worli, Mumbai"
28-02-2024,161,140,24,43,7,"Siddharth Nagar Worli, Mumbai"
29-02-2024,183,120,34,35,9,"Siddharth Nagar Worli, Mumbai"
01-03-2024,172,57,8,5,9,"Siddharth Nagar Worli, Mumbai"
02-03-2024,116,51,14,12,7,"Siddharth Nagar Worli, Mumbai"
03-03-2024,91,60,32,19,6,"Siddharth Nagar Worli, Mumbai"
04-03-2024,81,100,62,34,8,"Siddharth Nagar Worli, Mumbai"
05-03-2024,128,91,62,24,7,"Siddharth Nagar Worli, Mumbai"
06-03-2024,190,68,49,4,5,"Siddharth Nagar Worli, Mumbai"
07-03-2024,68,97,22,22,2,"Siddharth Nagar Worli, Mumbai"
08-03-2024,141,102,45,24,1,"Siddharth Nagar Worli, Mumbai"
09-03-2024,206,74,35,13,1,"Siddharth Nagar Worli, Mumbai"
10-03-2024,180,72,16,9,1,"Siddharth Nagar Worli, Mumbai"
11-03-2024,169,79,17,3,1,"Siddharth Nagar Worli, Mumbai"
12-03-2024,194,81,17.28571429,3,1.285714286,"Siddharth Nagar Worli, Mumbai"
18-03-2024,229.1428571,93,19,3,3,"Siddharth Nagar Worli, Mumbai"
19-03-2024,235,94,55,22,3,"Siddharth Nagar Worli, Mumbai"
20-03-2024,199,115,27,14,3,"Siddharth Nagar Worli, Mumbai"
21-03-2024,228,95,36,13,6,"Siddharth Nagar Worli, Mumbai"
22-03-2024,147,77,28,5,4,"Siddharth Nagar Worli, Mumbai"
23-03-2024,140,78.71428571,28.42857143,5.142857143,4,"Siddharth Nagar Worli, Mumbai"
29-03-2024,109.1428571,89,31,6,4,"Siddharth Nagar Worli, Mumbai"
30-03-2024,104,72,35,6,4,"Siddharth Nagar Worli, Mumbai"
31-03-2024,172,93,37,22,3,"Siddharth Nagar Worli, Mumbai"
01-04-2024,178,99,33.5,17.5,4.5,"Siddharth Nagar Worli, Mumbai"
02-04-2024,211,105,30,13,6,"Siddharth Nagar Worli, Mumbai"
03-04-2024,244,62,14,9,3,"Siddharth Nagar Worli, Mumbai"
04-04-2024,170,91,41,8,6,"Siddharth Nagar Worli, Mumbai"
05-04-2024,107,83.8,39.8,6.8,6.4,"Siddharth Nagar Worli, Mumbai"
09-04-2024,149.4,55,35,2,8,"Siddharth Nagar Worli, Mumbai"
10-04-2024,160,71,17,11,6,"Siddharth Nagar Worli, Mumbai"
11-04-2024,88,62.5,20,10.5,4,"Siddharth Nagar Worli, Mumbai"
12-04-2024,121,54,23,10,2,"Siddharth Nagar Worli, Mumbai"
13-04-2024,154,56,14,10,3,"Siddharth Nagar Worli, Mumbai"
14-04-2024,152,52,10,6,7,"Siddharth Nagar Worli, Mumbai"
15-04-2024,91,53.3,10.3,6.2,6.8,"Siddharth Nagar Worli, Mumbai"
24-04-2024,78.4,65,13,8,5,"Siddharth Nagar Worli, Mumbai"
25-04-2024,77,69.5,35.5,8.5,7,"Siddharth Nagar Worli, Mumbai"
26-04-2024,124.5,74,58,9,9,"Siddharth Nagar Worli, Mumbai"
27-04-2024,172,94,61,9,9,"Siddharth Nagar Worli, Mumbai"
28-04-2024,201,91,41,9,5,"Siddharth Nagar Worli, Mumbai"
29-04-2024,101,96,51,10,7,"Siddharth Nagar Worli, Mumbai"
30-04-2024,104,85,34,7,5,"Siddharth Nagar Worli, Mumbai"
01-05-2024,85,90,32,2,5,"Siddharth Nagar Worli, Mumbai"
02-05-2024,154,90,28,34,4,"Siddharth Nagar Worli, Mumbai"
03-05-2024,155,66,11,6,9,"Siddharth Nagar Worli, Mumbai"
04-05-2024,120,57,17,5,14,"Siddharth Nagar Worli, Mumbai"
05-05-2024,103,56,17,4,13,"Siddharth Nagar Worli, Mumbai"
06-05-2024,97,61,12,2,11,"Siddharth Nagar Worli, Mumbai"
07-05-2024,67,54,24,1,13,"Siddharth Nagar Worli, Mumbai"
08-05-2024,95,47,25,1,14,"Siddharth Nagar Worli, Mumbai"
09-05-2024,79,49,12,1,11,"Siddharth Nagar Worli, Mumbai"
10-05-2024,80,51,12,5,11,"Siddharth Nagar Worli, Mumbai"
11-05-2024,75,70.5,17.5,9.5,12.5,"Siddharth Nagar Worli, Mumbai"
12-05-2024,118.5,90,23,14,14,"Siddharth Nagar Worli, Mumbai"
13-05-2024,162,73,84,21,16,"Siddharth Nagar Worli, Mumbai"
14-05-2024,136,66,8,28,14,"Siddharth Nagar Worli, Mumbai"
15-05-2024,86,66.5,17.5,17.5,12.5,"Siddharth Nagar Worli, Mumbai"
16-05-2024,101.5,67,27,7,11,"Siddharth Nagar Worli, Mumbai"
17-05-2024,117,66,13,5,8,"Siddharth Nagar Worli, Mumbai"
18-05-2024,116,77,26,12,10,"Siddharth Nagar Worli, Mumbai"
19-05-2024,93,59,10,12,9,"Siddharth Nagar Worli, Mumbai"
20-05-2024,73,55,12,10,11,"Siddharth Nagar Worli, Mumbai"
21-05-2024,89,70,18,12,8,"Siddharth Nagar Worli, Mumbai"
22-05-2024,70,65,19,18,11,"Siddharth Nagar Worli, Mumbai"
23-05-2024,119,62,10,12,11,"Siddharth Nagar Worli, Mumbai"
24-05-2024,76,56,8,11,9,"Siddharth Nagar Worli, Mumbai"
25-05-2024,98,57,19,10,12,"Siddharth Nagar Worli, Mumbai"
26-05-2024,73,66,15,10,10,"Siddharth Nagar Worli, Mumbai"
27-05-2024,80,57,8,11,10,"Siddharth Nagar Worli, Mumbai"
28-05-2024,65,73,8,4,8,"Siddharth Nagar Worli, Mumbai"
29-05-2024,128,72,15,11,8,"Siddharth Nagar Worli, Mumbai"
30-05-2024,80,60,14,11,9,"Siddharth Nagar Worli, Mumbai"
31-05-2024,67,48,8,4,2,"Siddharth Nagar Worli, Mumbai"
01-06-2024,83,41,10,4,3,"Siddharth Nagar Worli, Mumbai"
02-06-2024,77,66,9,11,3,"Siddharth Nagar Worli, Mumbai"
03-06-2024,117,64,19,14,8,"Siddharth Nagar Worli, Mumbai"
04-06-2024,139,58,5,16,12,"Siddharth Nagar Worli, Mumbai"
05-06-2024,54,53,5,6,11,"Siddharth Nagar Worli, Mumbai"
06-06-2024,41,48,16,7,13,"Siddharth Nagar Worli, Mumbai"
07-06-2024,21,42,8,15,9,"Siddharth Nagar Worli, Mumbai"
08-06-2024,42,36,8,16,10,"Siddharth Nagar Worli, Mumbai"
09-06-2024,23,32.5,10.5,9.5,10.5,"Siddharth Nagar Worli, Mumbai"
10-06-2024,19.5,29,13,3,11,"Siddharth Nagar Worli, Mumbai"
11-06-2024,16,37,7,9,8,"Siddharth Nagar Worli, Mumbai"
12-06-2024,18,35.5,6,6.5,8,"Siddharth Nagar Worli, Mumbai"
13-06-2024,26,34,5,4,8,"Siddharth Nagar Worli, Mumbai"
14-06-2024,34,28,12,43,9,"Siddharth Nagar Worli, Mumbai"
15-06-2024,21,33,9,29,8,"Siddharth Nagar Worli, Mumbai"
16-06-2024,24,40,5,4,7,"Siddharth Nagar Worli, Mumbai"
17-06-2024,17,42,6,17,9,"Siddharth Nagar Worli, Mumbai"
18-06-2024,37,36,12,8,8,"Siddharth Nagar Worli, Mumbai"
19-06-2024,20,50,6,6,9,"Siddharth Nagar Worli, Mumbai"
20-06-2024,11,54,5,2,10,"Siddharth Nagar Worli, Mumbai"
21-06-2024,26,48,7,9,11,"Siddharth Nagar Worli, Mumbai"
22-06-2024,28,51,8,8,8,"Siddharth Nagar Worli, Mumbai"
23-06-2024,41,28,17,2,9,"Siddharth Nagar Worli, Mumbai"
24-06-2024,20,31,6,9,9,"Siddharth Nagar Worli, Mumbai"
25-06-2024,30,31,16,4,9,"Siddharth Nagar Worli, Mumbai"
26-06-2024,22,39,15,5,9,"Siddharth Nagar Worli, Mumbai"
27-06-2024,13,54,15,4,9,"Siddharth Nagar Worli, Mumbai"
28-06-2024,23,64,9,5,10,"Siddharth Nagar Worli, Mumbai"
29-06-2024,22,58,5,4,10,"Siddharth Nagar Worli, Mumbai"
30-06-2024,27,66,9,1,8,"Siddharth Nagar Worli, Mumbai"
01-07-2024,17,66.5,6.5,1.2,7,"Siddharth Nagar Worli, Mumbai"
02-07-2024,35,67,4,1.4,6,"Siddharth Nagar Worli, Mumbai"
03-07-2024,53,44,4,1.6,7,"Siddharth Nagar Worli, Mumbai"
04-07-2024,61,2,10,4,10,"Siddharth Nagar Worli, Mumbai"
05-07-2024,67,37,12,2,8,"Siddharth Nagar Worli, Mumbai"
06-07-2024,52,50,12,3,9,"Siddharth Nagar Worli, Mumbai"
07-07-2024,69,39,9,14,7,"Siddharth Nagar Worli, Mumbai"
08-07-2024,63,18,3,7,8,"Siddharth Nagar Worli, Mumbai"
09-07-2024,12,20,3,6,7,"Siddharth Nagar Worli, Mumbai"
10-07-2024,9.5,22,3,5,6,"Siddharth Nagar Worli, Mumbai"
11-07-2024,7,32,8,4,7,"Siddharth Nagar Worli, Mumbai"
12-07-2024,6,31.13793103,7.75862069,3.903225806,6.806451613,"Siddharth Nagar Worli, Mumbai"
09-08-2024,3.103448276,7,1,1.193548387,1.387096774,"Siddharth Nagar Worli, Mumbai"
10-08-2024,3,10,2,1.096774194,1.193548387,"Siddharth Nagar Worli, Mumbai"
11-08-2024,5,13,3,1,1,"Siddharth Nagar Worli, Mumbai"
12-08-2024,7,15,3.023809524,1,1.5,"Siddharth Nagar Worli, Mumbai"
13-08-2024,7.5,17,3.047619048,1,2,"Siddharth Nagar Worli, Mumbai"
14-08-2024,8,15,3.071428571,1,1.75,"Siddharth Nagar Worli, Mumbai"
17-08-2024,11,9,10,7,1,"Siddharth Nagar Worli, Mumbai"
18-08-2024,12,8.916666667,10,7,1,"Siddharth Nagar Worli, Mumbai"
22-09-2024,26.58333333,6,4,1,1,"Siddharth Nagar Worli, Mumbai"
23-09-2024,27,14.5,14.5,2.5,2.5,"Siddharth Nagar Worli, Mumbai"
24-09-2024,45.5,23,25,4,4,"Siddharth Nagar Worli, Mumbai"
25-09-2024,64,6,13,3,4.333333333,"Siddharth Nagar Worli, Mumbai"
26-09-2024,48,9,11,3,4.666666667,"Siddharth Nagar Worli, Mumbai"
27-09-2024,34,9,22,5,5,"Siddharth Nagar Worli, Mumbai"
28-09-2024,27,6,21,8,5.5,"Siddharth Nagar Worli, Mumbai"
29-09-2024,31,23,16,9,6,"Siddharth Nagar Worli, Mumbai"
30-09-2024,58,39,18,8,6,"Siddharth Nagar Worli, Mumbai"
01-10-2024,85,59,32,9,6,"Siddharth Nagar Worli, Mumbai"
02-10-2024,140,28,23,4,6,"Siddharth Nagar Worli, Mumbai"
03-10-2024,76,19,16,5,6,"Siddharth Nagar Worli, Mumbai"
04-10-2024,38,26,13,12,6,"Siddharth Nagar Worli, Mumbai"
05-10-2024,56,37,44,10,6,"Siddharth Nagar Worli, Mumbai"
06-10-2024,69,60,33,18,6.5,"Siddharth Nagar Worli, Mumbai"
07-10-2024,136,79,34,19,7,"Siddharth Nagar Worli, Mumbai"
08-10-2024,156,74.28571429,35.14285714,18.71428571,7.142857143,"Siddharth Nagar Worli, Mumbai"
14-10-2024,99.42857143,46,42,17,8,"Siddharth Nagar Worli, Mumbai"
15-10-2024,90,57,22,21,8,"Siddharth Nagar Worli, Mumbai"
16-10-2024,110,55,19,15,5.666666667,"Siddharth Nagar Worli, Mumbai"
17-10-2024,126,50,16,12,3.333333333,"Siddharth Nagar Worli, Mumbai"
18-10-2024,120,19,21,17,1,"Siddharth Nagar Worli, Mumbai"
19-10-2024,46,30,26,15,6,"Siddharth Nagar Worli, Mumbai"
20-10-2024,68,25,6,18,7,"Siddharth Nagar Worli, Mumbai"
21-10-2024,64,37,20,18.33333333,8.333333333,"Siddharth Nagar Worli, Mumbai"
22-10-2024,86,48,55,18.66666667,9.666666667,"Siddharth Nagar Worli, Mumbai"
23-10-2024,109,77,69,19,11,"Siddharth Nagar Worli, Mumbai"
24-10-2024,159,85,35,20,11,"Siddharth Nagar Worli, Mumbai"
25-10-2024,164,88,79,20,11.2,"Siddharth Nagar Worli, Mumbai"
26-10-2024,160,92,34,18,11.4,"Siddharth Nagar Worli, Mumbai"
27-10-2024,158,82,24,15,11.6,"Siddharth Nagar Worli, Mumbai"
28-10-2024,140,65,17,11,8.666666667,"Siddharth Nagar Worli, Mumbai"
29-10-2024,100,82,46,18,12,"Siddharth Nagar Worli, Mumbai"
30-10-2024,124,99,56,20,11.33333333,"Siddharth Nagar Worli, Mumbai"
31-10-2024,151,95,21,15,10.66666667,"Siddharth Nagar Worli, Mumbai"
01-11-2024,139,96,26,17,10,"Siddharth Nagar Worli, Mumbai"
02-11-2024,140,86,65,18,7,"Siddharth Nagar Worli, Mumbai"
03-11-2024,138,112,63,20,8,"Siddharth Nagar Worli, Mumbai"
04-11-2024,144,88,79,19,8,"Siddharth Nagar Worli, Mumbai"
05-11-2024,136,83,65,24,8,"Siddharth Nagar Worli, Mumbai"
06-11-2024,117,87,77,18,7,"Siddharth Nagar Worli, Mumbai"
07-11-2024,157,88,59,20,7,"Siddharth Nagar Worli, Mumbai"
08-11-2024,164,90,22,22,7,"Siddharth Nagar Worli, Mumbai"
09-11-2024,164,94,45,25,5,"Siddharth Nagar Worli, Mumbai"
10-11-2024,164,87,16,27,4,"Siddharth Nagar Worli, Mumbai"
11-11-2024,167,75,16,20,1,"Siddharth Nagar Worli, Mumbai"
12-11-2024,161,87,31,22,3.25,"Siddharth Nagar Worli, Mumbai"
13-11-2024,164,82,78,43,5.5,"Siddharth Nagar Worli, Mumbai"
14-11-2024,157,88,46,28,7.75,"Siddharth Nagar Worli, Mumbai"
15-11-2024,164,99,33,25,10,"Siddharth Nagar Worli, Mumbai"
16-11-2024,174,93,28,18,8.5,"Siddharth Nagar Worli, Mumbai"
17-11-2024,183,79,55,21,7,"Siddharth Nagar Worli, Mumbai"
18-11-2024,155,72,32,22,5.5,"Siddharth Nagar Worli, Mumbai"
19-11-2024,147,76,96,16,4,"Siddharth Nagar Worli, Mumbai"
20-11-2024,155,95,25,31,3,"Siddharth Nagar Worli, Mumbai"
21-11-2024,154,79,77,15,2,"Siddharth Nagar Worli, Mumbai"
22-11-2024,166,96,83,27,2.5,"Siddharth Nagar Worli, Mumbai"
23-11-2024,172,106,73,23,3,"Siddharth Nagar Worli, Mumbai"
24-11-2024,176,92,63,22,3.5,"Siddharth Nagar Worli, Mumbai"
25-11-2024,161,81,30,23,4,"Siddharth Nagar Worli, Mumbai"
26-11-2024,157,73,60,25,3,"Siddharth Nagar Worli, Mumbai"
27-11-2024,152,71,46,26,2,"Siddharth Nagar Worli, Mumbai"
28-11-2024,150,67,25,23,2,"Siddharth Nagar Worli, Mumbai"
29-11-2024,133,76,66,20,2,"Siddharth Nagar Worli, Mumbai"
30-11-2024,155,141,28,20,6,"Siddharth Nagar Worli, Mumbai"
01-12-2024,165,86,73,19,10,"Siddharth Nagar Worli, Mumbai"
02-12-2024,172,74,22,14,2,"Siddharth Nagar Worli, Mumbai"
03-12-2024,159,68,54,19,1.8,"Siddharth Nagar Worli, Mumbai"
04-12-2024,156,75,57,22,1.6,"Siddharth Nagar Worli, Mumbai"
05-12-2024,162,75,61,19,1.4,"Siddharth Nagar Worli, Mumbai"
06-12-2024,161,62,29,14,5,"Siddharth Nagar Worli, Mumbai"
07-12-2024,134,58,27,15,1,"Siddharth Nagar Worli, Mumbai"
08-12-2024,106,60,46,21,1.6,"Siddharth Nagar Worli, Mumbai"
09-12-2024,107,66,28,20,2.2,"Siddharth Nagar Worli, Mumbai"
10-12-2024,112,75,30,22,2.8,"Siddharth Nagar Worli, Mumbai"
11-12-2024,151,72,49,22,5,"Siddharth Nagar Worli, Mumbai"
12-12-2024,152,69,47,20,4,"Siddharth Nagar Worli, Mumbai"
13-12-2024,144,70,60,24,3,"Siddharth Nagar Worli, Mumbai"
14-12-2024,141,68,64,21,4,"Siddharth Nagar Worli, Mumbai"
15-12-2024,141,76,76,31,4.333333333,"Siddharth Nagar Worli, Mumbai"
16-12-2024,152,87,78,47,4.666666667,"Siddharth Nagar Worli, Mumbai"
17-12-2024,159,89,45,33,5,"Siddharth Nagar Worli, Mumbai"
18-12-2024,163,103,81,37,6,"Siddharth Nagar Worli, Mumbai"
19-12-2024,174,53,11,7,5.923076923,"Siddharth Nagar Worli, Mumbai"
20-12-2024,129,61.66666667,19.66666667,8,5.846153846,"Siddharth Nagar Worli, Mumbai"
22-12-2024,151.6666667,79,37,10,5.692307692,"Siddharth Nagar Worli, Mumbai"
23-12-2024,163,83,57,11,5,"Siddharth Nagar Worli, Mumbai"
24-12-2024,164,95,54,13,5,"Siddharth Nagar Worli, Mumbai"
25-12-2024,175,147,49,10,5,"Siddharth Nagar Worli, Mumbai"
26-12-2024,174,82,38,15,5,"Siddharth Nagar Worli, Mumbai"
27-12-2024,164,96,48,9,5,"Siddharth Nagar Worli, Mumbai"
28-12-2024,180,91,24,12,5,"Siddharth Nagar Worli, Mumbai"
29-12-2024,176,73.66666667,25.66666667,10.33333333,5,"Siddharth Nagar Worli, Mumbai"
31-12-2024,132,39,29,7,5,"Siddharth Nagar Worli, Mumbai"
01-01-2025,110,53,29,13,8,"Siddharth Nagar Worli, Mumbai"
02-01-2025,123,68,54,23,6,"Siddharth Nagar Worli, Mumbai"
03-01-2025,138,68,32,30,10,"Siddharth Nagar Worli, Mumbai"
04-01-2025,140,86,32,33,10,"Siddharth Nagar Worli, Mumbai"
05-01-2025,159,65,52,15,4,"Siddharth Nagar Worli, Mumbai"
06-01-2025,140,77,24,13,5,"Siddharth Nagar Worli, Mumbai"
07-01-2025,157,74,25,18,6.5,"Siddharth Nagar Worli, Mumbai"
08-01-2025,156,75,57,16,8,"Siddharth Nagar Worli, Mumbai"
09-01-2025,150,52,22,25,7,"Siddharth Nagar Worli, Mumbai"
10-01-2025,154,51,24,10,6,"Siddharth Nagar Worli, Mumbai"
11-01-2025,155,51,32,12,6.2,"Siddharth Nagar Worli, Mumbai"
12-01-2025,148,65,43,15,6.4,"Siddharth Nagar Worli, Mumbai"
13-01-2025,183,108,27,20,6.6,"Siddharth Nagar Worli, Mumbai"
14-01-2025,177,110,45,24,6,"Siddharth Nagar Worli, Mumbai"
15-01-2025,180,105,50,16,7,"Siddharth Nagar Worli, Mumbai"
16-01-2025,177,108,44,42,10,"Siddharth Nagar Worli, Mumbai"
17-01-2025,175,102,49,29,1,"Siddharth Nagar Worli, Mumbai"
18-01-2025,165,109,32,18,3.5,"Siddharth Nagar Worli, Mumbai"
19-01-2025,173,110,59,25,6,"Siddharth Nagar Worli, Mumbai"
20-01-2025,173,111,59,25,8.5,"Siddharth Nagar Worli, Mumbai"
21-01-2025,172,119,66,25,11,"Siddharth Nagar Worli, Mumbai"
22-01-2025,183,93,57,12,6,"Siddharth Nagar Worli, Mumbai"
23-01-2025,157,102,54,21,7,"Siddharth Nagar Worli, Mumbai"
24-01-2025,161,120,66,27,9.5,"Siddharth Nagar Worli, Mumbai"
25-01-2025,178,121,75,20,12,"Siddharth Nagar Worli, Mumbai"
26-01-2025,182,107,70,16,11,"Siddharth Nagar Worli, Mumbai"
27-01-2025,175,91,31,16,10,"Siddharth Nagar Worli, Mumbai"
28-01-2025,158,77,49,15,9.5,"Siddharth Nagar Worli, Mumbai"
29-01-2025,137,105,71,17,9,"Siddharth Nagar Worli, Mumbai"
30-01-2025,172,67,32,11,6,"Siddharth Nagar Worli, Mumbai"
31-01-2025,86,64,22,12,1,"Siddharth Nagar Worli, Mumbai"
01-02-2025,93,74,32.5,10.5,1,"Siddharth Nagar Worli, Mumbai"
02-02-2025,103,84,43,9,1,"Siddharth Nagar Worli, Mumbai"
03-02-2025,113,77,49,15,2,"Siddharth Nagar Worli, Mumbai"
04-02-2025,118,87,30,14,4.5,"Siddharth Nagar Worli, Mumbai"
05-02-2025,123,90,28,20,7,"Siddharth Nagar Worli, Mumbai"
06-02-2025,148,109,56,27,9,"Siddharth Nagar Worli, Mumbai"
07-02-2025,166,137,34,41,11,"Siddharth Nagar Worli, Mumbai"
08-02-2025,182,99,68,23,8.333333333,"Siddharth Nagar Worli, Mumbai"
09-02-2025,171,43,54,24,5.666666667,"Siddharth Nagar Worli, Mumbai"
10-02-2025,139,82,64,12,3,"Siddharth Nagar Worli, Mumbai"
11-02-2025,160,76,53,14,4,"Siddharth Nagar Worli, Mumbai"
12-02-2025,148,98,29,27,9,"Siddharth Nagar Worli, Mumbai"
13-02-2025,154,91,16,27,1,"Siddharth Nagar Worli, Mumbai"
