date,pm25,pm10,o3,no2,co,location
14-02-2025,158,86,25,1,8,"Siddharth Nagar Worli, Mumbai"
15-02-2025,146,84,53,1,6.5,"Siddharth Nagar Worli, Mumbai"
16-02-2025,137,59,39,18,5,"Siddharth Nagar Worli, Mumbai"
17-02-2025,90,77,21,15,6.666666667,"Siddharth Nagar Worli, Mumbai"
18-02-2025,123,86,52,17,8.333333333,"Siddharth Nagar Worli, Mumbai"
19-02-2025,143,82,60,11,10,"Siddharth Nagar Worli, Mumbai"
20-02-2025,147,86,27,28,9,"Siddharth Nagar Worli, Mumbai"
21-02-2025,130,91,71,32,8,"Siddharth Nagar Worli, Mumbai"
22-02-2025,128,99,64,26,8.25,"Siddharth Nagar Worli, Mumbai"
23-02-2025,111,79,57,22,8.5,"Siddharth Nagar Worli, Mumbai"
24-02-2025,51,86,30,20,8.75,"Siddharth Nagar Worli, Mumbai"
25-02-2025,113,102,68,20,9,"Siddharth Nagar Worli, Mumbai"
26-02-2025,157,119,57,18,8.25,"Siddharth Nagar Worli, Mumbai"
27-02-2025,181,106,46,22.66666667,7.5,"Siddharth Nagar Worli, Mumbai"
28-02-2025,157,73,24,27.33333333,6.75,"Siddharth Nagar Worli, Mumbai"
01-03-2025,97,87,51,32,6,"Siddharth Nagar Worli, Mumbai"
02-03-2025,108,91,34,8,5.75,"Siddharth Nagar Worli, Mumbai"
03-03-2025,111,95,49,8,5.5,"Siddharth Nagar Worli, Mumbai"
04-03-2025,116,95,56,46,5.25,"Siddharth Nagar Worli, Mumbai"
05-03-2025,94,88,73,47,5,"Siddharth Nagar Worli, Mumbai"
06-03-2025,111,106,43,45,6.333333333,"Siddharth Nagar Worli, Mumbai"
07-03-2025,148,93,29,32,7.666666667,"Siddharth Nagar Worli, Mumbai"
08-03-2025,127,67,15,28,9,"Siddharth Nagar Worli, Mumbai"
09-03-2025,65,94,39,27,11,"Siddharth Nagar Worli, Mumbai"
10-03-2025,106,122,60.5,40,16,"Siddharth Nagar Worli, Mumbai"
11-03-2025,141,102,82,46,2,"Siddharth Nagar Worli, Mumbai"
12-03-2025,117,84.66666667,66.33333333,35,3.25,"Siddharth Nagar Worli, Mumbai"
14-03-2025,45.66666667,50,35,13,5.75,"Siddharth Nagar Worli, Mumbai"
15-03-2025,10,63,49,12,7,"Siddharth Nagar Worli, Mumbai"
16-03-2025,23,71,26,11,7.285714286,"Siddharth Nagar Worli, Mumbai"
17-03-2025,45,58,45,8,7.571428571,"Siddharth Nagar Worli, Mumbai"
18-03-2025,22,60,39,10,7.857142857,"Siddharth Nagar Worli, Mumbai"
19-03-2025,39,66,77,13,7,"Siddharth Nagar Worli, Mumbai"
20-03-2025,69,60,31,10,7,"Siddharth Nagar Worli, Mumbai"
21-03-2025,48,50,33,10,7,"Siddharth Nagar Worli, Mumbai"
22-03-2025,23,62,40,10,9,"Siddharth Nagar Worli, Mumbai"
23-03-2025,56,61,47,11,8,"Siddharth Nagar Worli, Mumbai"
24-03-2025,75,67,40,11,7,"Siddharth Nagar Worli, Mumbai"
25-03-2025,96,49,17,9,5,"Siddharth Nagar Worli, Mumbai"
26-03-2025,38,39,28,9,3,"Siddharth Nagar Worli, Mumbai"
27-03-2025,14,65,41,11,3,"Siddharth Nagar Worli, Mumbai"
28-03-2025,54,93,85,15,3,"Siddharth Nagar Worli, Mumbai"
29-03-2025,100,84,80,11,4.5,"Siddharth Nagar Worli, Mumbai"
30-03-2025,86,66,29,9,6,"Siddharth Nagar Worli, Mumbai"
31-03-2025,66,70,50,12,5.666666667,"Siddharth Nagar Worli, Mumbai"
01-04-2025,73,77,33,23,5.333333333,"Siddharth Nagar Worli, Mumbai"
02-04-2025,101,70,24,10,5,"Siddharth Nagar Worli, Mumbai"
03-04-2025,93,85,26,10,10,"Siddharth Nagar Worli, Mumbai"
04-04-2025,66,65,16,11,10,"Siddharth Nagar Worli, Mumbai"
05-04-2025,79,59,14,14,8.666666667,"Siddharth Nagar Worli, Mumbai"
06-04-2025,66,67,62,11,7.333333333,"Siddharth Nagar Worli, Mumbai"
07-04-2025,85,66,49,12,6,"Siddharth Nagar Worli, Mumbai"
08-04-2025,80,56,36,9,8,"Siddharth Nagar Worli, Mumbai"
09-04-2025,57,45,23,7,10,"Siddharth Nagar Worli, Mumbai"
10-04-2025,28,43,8,7,9.166666667,"Siddharth Nagar Worli, Mumbai"
11-04-2025,27,35,18,6,8.333333333,"Siddharth Nagar Worli, Mumbai"
12-04-2025,19,46,20,5,7.5,"Siddharth Nagar Worli, Mumbai"
13-04-2025,36,47,23,9,7.366666667,"Siddharth Nagar Worli, Mumbai"
14-04-2025,34,57,23,6,7.366666667,"Siddharth Nagar Worli, Mumbai"
15-04-2025,42,39,8,5,5,"Siddharth Nagar Worli, Mumbai"
16-04-2025,22,37,9,5,5.333333333,"Siddharth Nagar Worli, Mumbai"
17-04-2025,20,34,24,5,5.666666667,"Siddharth Nagar Worli, Mumbai"
18-04-2025,56,39,10,5,6,"Siddharth Nagar Worli, Mumbai"
19-04-2025,53,57,24,7,7.366666667,"Siddharth Nagar Worli, Mumbai"
20-04-2025,60,51,14,6,7.366666667,"Siddharth Nagar Worli, Mumbai"
21-04-2025,53,78,19,10,7,"Siddharth Nagar Worli, Mumbai"
22-04-2025,79,78,23,5,7.2,"Siddharth Nagar Worli, Mumbai"
23-04-2025,79,61,22,1,7.4,"Siddharth Nagar Worli, Mumbai"
24-04-2025,61,60.5,18.75,4.5,7.6,"Siddharth Nagar Worli, Mumbai"
27-04-2025,64.75,59,9,15,7.366666667,"Siddharth Nagar Worli, Mumbai"
28-04-2025,66,59,15,10,7.366666667,"Siddharth Nagar Worli, Mumbai"
29-04-2025,66,51,16,13,7.366666667,"Siddharth Nagar Worli, Mumbai"
30-04-2025,51,43,21,14,7.366666667,"Siddharth Nagar Worli, Mumbai"
01-05-2025,58,49,11,14,9,"Siddharth Nagar Worli, Mumbai"
02-05-2025,56,43,18,14,8.166666667,"Siddharth Nagar Worli, Mumbai"
03-05-2025,54,42,16,14,7.333333333,"Siddharth Nagar Worli, Mumbai"
04-05-2025,54,44,7,13,6.5,"Siddharth Nagar Worli, Mumbai"
05-05-2025,56,43,12,13,9,"Siddharth Nagar Worli, Mumbai"
06-05-2025,59,52,23,14,9,"Siddharth Nagar Worli, Mumbai"
07-05-2025,55,31,18,11,4,"Siddharth Nagar Worli, Mumbai"
08-05-2025,7,23,18,8,3.333333333,"Siddharth Nagar Worli, Mumbai"
09-05-2025,8,34,9,9,2.666666667,"Siddharth Nagar Worli, Mumbai"
10-05-2025,8,32,24,7,2,"Siddharth Nagar Worli, Mumbai"
11-05-2025,9,26,14,7,2,"Siddharth Nagar Worli, Mumbai"
12-05-2025,45,33,14,6,2.076923077,"Siddharth Nagar Worli, Mumbai"
13-05-2025,48,46,10,11,2.153846154,"Siddharth Nagar Worli, Mumbai"
14-05-2025,57,29,10,13,2.230769231,"Siddharth Nagar Worli, Mumbai"
15-05-2025,92,60,14,6,9,"Siddharth Nagar Worli, Mumbai"
16-05-2025,57,59,10,6,9,"Siddharth Nagar Worli, Mumbai"
17-05-2025,46,63,14,6,9,"Siddharth Nagar Worli, Mumbai"
18-05-2025,50,57,15,5,9,"Siddharth Nagar Worli, Mumbai"
19-05-2025,60,12,19,7,9,"Siddharth Nagar Worli, Mumbai"
20-05-2025,53,52,31,10,9,"Siddharth Nagar Worli, Mumbai"
21-05-2025,62,38,15,12,9,"Siddharth Nagar Worli, Mumbai"
22-05-2025,57,63,25,19,9,"Siddharth Nagar Worli, Mumbai"
23-05-2025,99,71,16,16,9,"Siddharth Nagar Worli, Mumbai"
24-05-2025,101,47,9,6,3,"Siddharth Nagar Worli, Mumbai"
25-05-2025,65,56,6,4,4,"Siddharth Nagar Worli, Mumbai"
26-05-2025,53,44,11,8,1,"Siddharth Nagar Worli, Mumbai"
27-05-2025,55,59,11,17,1.75,"Siddharth Nagar Worli, Mumbai"
28-05-2025,72,69,4,13,2.5,"Siddharth Nagar Worli, Mumbai"
29-05-2025,76,73,9,5,3.25,"Siddharth Nagar Worli, Mumbai"
30-05-2025,76,71,9,4,4,"Siddharth Nagar Worli, Mumbai"
31-05-2025,72,67,7,4.5,4.75,"Siddharth Nagar Worli, Mumbai"
01-06-2025,67.5,63,5,5,5.5,"Siddharth Nagar Worli, Mumbai"
02-06-2025,63,63,7,4,6.25,"Siddharth Nagar Worli, Mumbai"
03-06-2025,63,37,19,21,7,"Siddharth Nagar Worli, Mumbai"
04-06-2025,54,66,7,13,6,"Siddharth Nagar Worli, Mumbai"
05-06-2025,84,54,15,12,5.5,"Siddharth Nagar Worli, Mumbai"
06-06-2025,87,26,7,13,5,"Siddharth Nagar Worli, Mumbai"
07-06-2025,53,49,13,12,4.5,"Siddharth Nagar Worli, Mumbai"
08-06-2025,75,51,12,4,8,"Siddharth Nagar Worli, Mumbai"
09-06-2025,71,40,6,5,8,"Siddharth Nagar Worli, Mumbai"
10-06-2025,60,24,11,5,8,"Siddharth Nagar Worli, Mumbai"
11-06-2025,40,30,11,5,8,"Siddharth Nagar Worli, Mumbai"
12-06-2025,37,39,10,7,2,"Siddharth Nagar Worli, Mumbai"
13-06-2025,51,21,9,8,3,"Siddharth Nagar Worli, Mumbai"
14-06-2025,55,25.5,15,13,4,"Siddharth Nagar Worli, Mumbai"
15-06-2025,61,30,9,4,5,"Siddharth Nagar Worli, Mumbai"
16-06-2025,41,37,8,4,8,"Siddharth Nagar Worli, Mumbai"
17-06-2025,65,10,16,4,7,"Siddharth Nagar Worli, Mumbai"
18-06-2025,47,47,12,4,9,"Siddharth Nagar Worli, Mumbai"
19-06-2025,50,45,8,4,7.75,"Siddharth Nagar Worli, Mumbai"
20-06-2025,55,44,9,3,6.5,"Siddharth Nagar Worli, Mumbai"
21-06-2025,56,42,5,3,5.25,"Siddharth Nagar Worli, Mumbai"
22-06-2025,55,37,9,3,4,"Siddharth Nagar Worli, Mumbai"
23-06-2025,52,90,9,5,4.222222222,"Siddharth Nagar Worli, Mumbai"
24-06-2025,82,53,11,4,4.444444444,"Siddharth Nagar Worli, Mumbai"
25-06-2025,55,51,12,4,4.666666667,"Siddharth Nagar Worli, Mumbai"
26-06-2025,61,52,12,4,8,"Siddharth Nagar Worli, Mumbai"
27-06-2025,59,63,11,4,8,"Siddharth Nagar Worli, Mumbai"
28-06-2025,68,45,14,3,8,"Siddharth Nagar Worli, Mumbai"
29-06-2025,56,43,11,3,8,"Siddharth Nagar Worli, Mumbai"
30-06-2025,65,42,11,3,8,"Siddharth Nagar Worli, Mumbai"
01-07-2025,54,35,9,2,6,"Siddharth Nagar Worli, Mumbai"
02-07-2025,54,32,19,25,5.8,"Siddharth Nagar Worli, Mumbai"
03-07-2025,46,45,13,48,5.6,"Siddharth Nagar Worli, Mumbai"
04-07-2025,53,46,12,12,5.4,"Siddharth Nagar Worli, Mumbai"
05-07-2025,62,51,6,13,5.4,"Siddharth Nagar Worli, Mumbai"
06-07-2025,61,51,11,39,5.4,"Siddharth Nagar Worli, Mumbai"
07-07-2025,61,44,6,50,5.4,"Siddharth Nagar Worli, Mumbai"
08-07-2025,57,45,10,30,5.4,"Siddharth Nagar Worli, Mumbai"
09-07-2025,64,45,11,16,5.4,"Siddharth Nagar Worli, Mumbai"
10-07-2025,66,40,10,15,5.4,"Siddharth Nagar Worli, Mumbai"
11-07-2025,64,42,9,13,4,"Siddharth Nagar Worli, Mumbai"
12-07-2025,56,34,10,13,3,"Siddharth Nagar Worli, Mumbai"
13-07-2025,56,12,5,12,4,"Siddharth Nagar Worli, Mumbai"
14-07-2025,39,49,9,20.75,5,"Siddharth Nagar Worli, Mumbai"
15-07-2025,62,60,8,29.5,6,"Siddharth Nagar Worli, Mumbai"
16-07-2025,62,39,9,38.25,7,"Siddharth Nagar Worli, Mumbai"
17-07-2025,53,40,9,47,5,"Siddharth Nagar Worli, Mumbai"
18-07-2025,66,34,11,17,4.727272727,"Siddharth Nagar Worli, Mumbai"
19-07-2025,59,24,5,15,4.454545455,"Siddharth Nagar Worli, Mumbai"
20-07-2025,56,23,9,15,4.181818182,"Siddharth Nagar Worli, Mumbai"
21-07-2025,56,24,11,14,5.4,"Siddharth Nagar Worli, Mumbai"
22-07-2025,48,35,12,13,5.4,"Siddharth Nagar Worli, Mumbai"
23-07-2025,50,49,12,10,5.4,"Siddharth Nagar Worli, Mumbai"
24-07-2025,52,50,8,8,5.4,"Siddharth Nagar Worli, Mumbai"
25-07-2025,57,46.5,8,9.25,5.4,"Siddharth Nagar Worli, Mumbai"
28-07-2025,42,36,8,13,2,"Siddharth Nagar Worli, Mumbai"
29-07-2025,37,58,5,8,1,"Siddharth Nagar Worli, Mumbai"
30-07-2025,64,58,10,7,2.5,"Siddharth Nagar Worli, Mumbai"
31-07-2025,65,58,6,6,4,"Siddharth Nagar Worli, Mumbai"
01-08-2025,59,44,10,6,3,"Siddharth Nagar Worli, Mumbai"
02-08-2025,51,46,6,5,3,"Siddharth Nagar Worli, Mumbai"
03-08-2025,45,46,10,5,3,"Siddharth Nagar Worli, Mumbai"
04-08-2025,50,35,43,18,2,"Siddharth Nagar Worli, Mumbai"
05-08-2025,46,37,8,25,9,"Siddharth Nagar Worli, Mumbai"
06-08-2025,51,32,5,19,8,"Siddharth Nagar Worli, Mumbai"
07-08-2025,54,47,4,11,7,"Siddharth Nagar Worli, Mumbai"
08-08-2025,53,46,3,14,6,"Siddharth Nagar Worli, Mumbai"
09-08-2025,59,46,3,10,4.666666667,"Siddharth Nagar Worli, Mumbai"
10-08-2025,58,41,4,8,3.333333333,"Siddharth Nagar Worli, Mumbai"
11-08-2025,52,36,7,8,2,"Siddharth Nagar Worli, Mumbai"
12-08-2025,57,31,3,14,6,"Siddharth Nagar Worli, Mumbai"
13-08-2025,40,26,10,12,4.5,"Siddharth Nagar Worli, Mumbai"
14-08-2025,42,24,6,8,3,"Siddharth Nagar Worli, Mumbai"
15-08-2025,34,33,4,7,2,"Siddharth Nagar Worli, Mumbai"
16-08-2025,48,29,11,9,1,"Siddharth Nagar Worli, Mumbai"
17-08-2025,46,40,11,7,2,"Siddharth Nagar Worli, Mumbai"
18-08-2025,45,48,13,6,2.222222222,"Siddharth Nagar Worli, Mumbai"
19-08-2025,49,58,8,9,2.444444444,"Siddharth Nagar Worli, Mumbai"
20-08-2025,54,50,5,7,2.666666667,"Siddharth Nagar Worli, Mumbai"
21-08-2025,55,38,9,7,3,"Siddharth Nagar Worli, Mumbai"
22-08-2025,45,37,9,6,3,"Siddharth Nagar Worli, Mumbai"
23-08-2025,43,35,10,6,3,"Siddharth Nagar Worli, Mumbai"
24-08-2025,38,31,9,7,3,"Siddharth Nagar Worli, Mumbai"
25-08-2025,27,33,4,7,3,"Siddharth Nagar Worli, Mumbai"
26-08-2025,41,37,4,7,4,"Siddharth Nagar Worli, Mumbai"
27-08-2025,49,44,7,9,4.9,"Siddharth Nagar Worli, Mumbai"
28-08-2025,61,35,6,13,5.8,"Siddharth Nagar Worli, Mumbai"
29-08-2025,57,26,8,8,6.7,"Siddharth Nagar Worli, Mumbai"
30-08-2025,49,38,8,6,3,"Siddharth Nagar Worli, Mumbai"
31-08-2025,54,38,5,6,3,"Siddharth Nagar Worli, Mumbai"
01-09-2025,43,41,5,6,9.5,"Siddharth Nagar Worli, Mumbai"
02-09-2025,53,43,6,6,9.5,"Siddharth Nagar Worli, Mumbai"
03-09-2025,49,41,9,6,9.5,"Siddharth Nagar Worli, Mumbai"
04-09-2025,52,36,10,6,9.5,"Siddharth Nagar Worli, Mumbai"
05-09-2025,36,11,5,5,13,"Siddharth Nagar Worli, Mumbai"
06-09-2025,40,41,4,7,12.77777778,"Siddharth Nagar Worli, Mumbai"
07-09-2025,40.66666667,38,4,22,12.55555556,"Siddharth Nagar Worli, Mumbai"
08-09-2025,41.33333333,50,32,14,12.33333333,"Siddharth Nagar Worli, Mumbai"
09-09-2025,42,55,12,13,9.5,"Siddharth Nagar Worli, Mumbai"
10-09-2025,66,50,4,18,9.5,"Siddharth Nagar Worli, Mumbai"
11-09-2025,31,43,6,35,9.5,"Siddharth Nagar Worli, Mumbai"
12-09-2025,47,44,11,41,9.5,"Siddharth Nagar Worli, Mumbai"
13-09-2025,67,33,13,26,9.5,"Siddharth Nagar Worli, Mumbai"
14-09-2025,69,43,6,33,11,"Siddharth Nagar Worli, Mumbai"
15-09-2025,45,36,6.5,51,14,"Siddharth Nagar Worli, Mumbai"
16-09-2025,61,21,7,29,12.5,"Siddharth Nagar Worli, Mumbai"
17-09-2025,35,22,6,26,11,"Siddharth Nagar Worli, Mumbai"
18-09-2025,38,26,6,28,11.5,"Siddharth Nagar Worli, Mumbai"
19-09-2025,39,32,3,25,12,"Siddharth Nagar Worli, Mumbai"
20-09-2025,48,25,7,24,12.5,"Siddharth Nagar Worli, Mumbai"
21-09-2025,35,30,7,37,9.5,"Siddharth Nagar Worli, Mumbai"
22-09-2025,44,37,9,25,9.5,"Siddharth Nagar Worli, Mumbai"
23-09-2025,64,31,3,15,9.5,"Siddharth Nagar Worli, Mumbai"
24-09-2025,37,26,8,18,9.5,"Siddharth Nagar Worli, Mumbai"
25-09-2025,45,41,3,22,9.5,"Siddharth Nagar Worli, Mumbai"
26-09-2025,58,29,4,14,9.5,"Siddharth Nagar Worli, Mumbai"
27-09-2025,49,26,18,12,9.5,"Siddharth Nagar Worli, Mumbai"
28-09-2025,48,43,9,20,9.5,"Siddharth Nagar Worli, Mumbai"
29-09-2025,61,30,5,18,9.5,"Siddharth Nagar Worli, Mumbai"
30-09-2025,54,29,5,16,9.5,"Siddharth Nagar Worli, Mumbai"
01-10-2025,45,28,2,16,18,"Siddharth Nagar Worli, Mumbai"
02-10-2025,45,30,6,16,14,"Siddharth Nagar Worli, Mumbai"
03-10-2025,43,31,7,15,10,"Siddharth Nagar Worli, Mumbai"
04-10-2025,37,46,6,17,6,"Siddharth Nagar Worli, Mumbai"
05-10-2025,58,36,8,15,2,"Siddharth Nagar Worli, Mumbai"
06-10-2025,50,30,23,37,3,"Siddharth Nagar Worli, Mumbai"
07-10-2025,51,53,6,19,4,"Siddharth Nagar Worli, Mumbai"
08-10-2025,69,74,11,18,5,"Siddharth Nagar Worli, Mumbai"
09-10-2025,108,95,12,21,8.666666667,"Siddharth Nagar Worli, Mumbai"
10-10-2025,146,120,13,21,7,"Siddharth Nagar Worli, Mumbai"
11-10-2025,155,112,26,22,6.666666667,"Siddharth Nagar Worli, Mumbai"
12-10-2025,158,91,27,21,6.333333333,"Siddharth Nagar Worli, Mumbai"
13-10-2025,150,84,30,22,6,"Siddharth Nagar Worli, Mumbai"
14-10-2025,146,78,33,25,7,"Siddharth Nagar Worli, Mumbai"
15-10-2025,107,63,13,24,8,"Siddharth Nagar Worli, Mumbai"
16-10-2025,121,52,25,19,7.888888889,"Siddharth Nagar Worli, Mumbai"
17-10-2025,108,65,17,21,7.777777778,"Siddharth Nagar Worli, Mumbai"
18-10-2025,152,81,27,20,7.666666667,"Siddharth Nagar Worli, Mumbai"
19-10-2025,160,94,25,19,8.666666667,"Siddharth Nagar Worli, Mumbai"
20-10-2025,175,109,18,20,8.666666667,"Siddharth Nagar Worli, Mumbai"
21-10-2025,204,76,15,18,8.666666667,"Siddharth Nagar Worli, Mumbai"
22-10-2025,152,54,15,18,8.666666667,"Siddharth Nagar Worli, Mumbai"
23-10-2025,116,32,8,15,8.666666667,"Siddharth Nagar Worli, Mumbai"
24-10-2025,70,31,6,18,7,"Siddharth Nagar Worli, Mumbai"
25-10-2025,47,32,8,15,5,"Siddharth Nagar Worli, Mumbai"
26-10-2025,40,25,11,15,4.666666667,"Siddharth Nagar Worli, Mumbai"
27-10-2025,39,46,8,14,4.333333333,"Siddharth Nagar Worli, Mumbai"
28-10-2025,74,58,14,14,4,"Siddharth Nagar Worli, Mumbai"
29-10-2025,87,41,13,12,8.666666667,"Siddharth Nagar Worli, Mumbai"
30-10-2025,69,42,7,15,8.666666667,"Siddharth Nagar Worli, Mumbai"
31-10-2025,58,41,11,13,3,"Siddharth Nagar Worli, Mumbai"
01-11-2025,63,32,3,12,3,"Siddharth Nagar Worli, Mumbai"
02-11-2025,55,29,14,13,4,"Siddharth Nagar Worli, Mumbai"
03-11-2025,48,29,15,8,3,"Siddharth Nagar Worli, Mumbai"
04-11-2025,59,43,8,8,3.333333333,"Siddharth Nagar Worli, Mumbai"
05-11-2025,66,68,23,31,3.666666667,"Siddharth Nagar Worli, Mumbai"
06-11-2025,99,89,51,15,4,"Siddharth Nagar Worli, Mumbai"
07-11-2025,153,67,40,25,8,"Siddharth Nagar Worli, Mumbai"
08-11-2025,122,68,43,35,6,"Siddharth Nagar Worli, Mumbai"
09-11-2025,125,60,23,29,6,"Siddharth Nagar Worli, Mumbai"
10-11-2025,118,74,34,35,6,"Siddharth Nagar Worli, Mumbai"
11-11-2025,129,77,43,34,6,"Siddharth Nagar Worli, Mumbai"
12-11-2025,152,81,25,32,6,"Siddharth Nagar Worli, Mumbai"
13-11-2025,156,88,68,35,6,"Siddharth Nagar Worli, Mumbai"
14-11-2025,159,96,11,48,10,"Siddharth Nagar Worli, Mumbai"
15-11-2025,151,86,33,35.5,6.5,"Siddharth Nagar Worli, Mumbai"
16-11-2025,154.5,76,55,23,3,"Siddharth Nagar Worli, Mumbai"
17-11-2025,158,87,49,34,7,"Siddharth Nagar Worli, Mumbai"
18-11-2025,164,91,56,39,6.5,"Siddharth Nagar Worli, Mumbai"
19-11-2025,167,85,51,34,6,"Siddharth Nagar Worli, Mumbai"
20-11-2025,165,95,30,35,7.333333333,"Siddharth Nagar Worli, Mumbai"
21-11-2025,170,94,33,35,8.666666667,"Siddharth Nagar Worli, Mumbai"
22-11-2025,169,114,54,48,10,"Siddharth Nagar Worli, Mumbai"
23-11-2025,168,110,27,38,10.66666667,"Siddharth Nagar Worli, Mumbai"
24-11-2025,169,107,45,22,11.33333333,"Siddharth Nagar Worli, Mumbai"
25-11-2025,189,122,48,28,12,"Siddharth Nagar Worli, Mumbai"
26-11-2025,181,102,32,24,10,"Siddharth Nagar Worli, Mumbai"
27-11-2025,138,97,26,29,6,"Siddharth Nagar Worli, Mumbai"
28-11-2025,148,91,40,25,4.5,"Siddharth Nagar Worli, Mumbai"
29-11-2025,134,83,43,32,3,"Siddharth Nagar Worli, Mumbai"
30-11-2025,154,89,56,29,4,"Siddharth Nagar Worli, Mumbai"
01-12-2025,165,94,46,36,5,"Siddharth Nagar Worli, Mumbai"
02-12-2025,165,95,42,33,5,"Siddharth Nagar Worli, Mumbai"
03-12-2025,168,96,18,34,5,"Siddharth Nagar Worli, Mumbai"
04-12-2025,168,95,21,31,5,"Siddharth Nagar Worli, Mumbai"
05-12-2025,168,83,41,29,5,"Siddharth Nagar Worli, Mumbai"
06-12-2025,156,83,28,28,5,"Siddharth Nagar Worli, Mumbai"
07-12-2025,152,81,45,33,5,"Siddharth Nagar Worli, Mumbai"
08-12-2025,144,82,21,44,3.5,"Siddharth Nagar Worli, Mumbai"
09-12-2025,127,65,41,43,2,"Siddharth Nagar Worli, Mumbai"
10-12-2025,101,66,25,52,2.5,"Siddharth Nagar Worli, Mumbai"
11-12-2025,137,72,28,21,3,"Siddharth Nagar Worli, Mumbai"
12-12-2025,148,94,36,40,3.5,"Siddharth Nagar Worli, Mumbai"
13-12-2025,160,95,66,41,4,"Siddharth Nagar Worli, Mumbai"
14-12-2025,162,83,46,34,2,"Siddharth Nagar Worli, Mumbai"
15-12-2025,151,93,56,33,2.5,"Siddharth Nagar Worli, Mumbai"
16-12-2025,155,96,60,30,3,"Siddharth Nagar Worli, Mumbai"
17-12-2025,166,97,47,34,4,"Siddharth Nagar Worli, Mumbai"
18-12-2025,168,90,11,32,4.111111111,"Siddharth Nagar Worli, Mumbai"
19-12-2025,151,53,35,29,4.222222222,"Siddharth Nagar Worli, Mumbai"
20-12-2025,102,83,12,39,4.333333333,"Siddharth Nagar Worli, Mumbai"
21-12-2025,134,69,24,30,5,"Siddharth Nagar Worli, Mumbai"
22-12-2025,154,72,24,22,5,"Siddharth Nagar Worli, Mumbai"
23-12-2025,141,68,20,29,5,"Siddharth Nagar Worli, Mumbai"
24-12-2025,116,87,26,34,5,"Siddharth Nagar Worli, Mumbai"
25-12-2025,148,103,71,38,5,"Siddharth Nagar Worli, Mumbai"
26-12-2025,169,96,58,31,5,"Siddharth Nagar Worli, Mumbai"
27-12-2025,166,106,36,37,5.333333333,"Siddharth Nagar Worli, Mumbai"
28-12-2025,170,94.25,32.25,32.75,5.666666667,"Siddharth Nagar Worli, Mumbai"
31-12-2025,137,59,21,20,6.666666667,"Siddharth Nagar Worli, Mumbai"
01-01-2026,126,85,27,30,7,"Siddharth Nagar Worli, Mumbai"
02-01-2026,154,90,19,22,7.5,"Siddharth Nagar Worli, Mumbai"
03-01-2026,163,110,33,24,8,"Siddharth Nagar Worli, Mumbai"
04-01-2026,183,102,43,24,7,"Siddharth Nagar Worli, Mumbai"
05-01-2026,174,107,48,30,8,"Siddharth Nagar Worli, Mumbai"
06-01-2026,178,109,28,21,8.333333333,"Siddharth Nagar Worli, Mumbai"
07-01-2026,181,94,50,7,8.666666667,"Siddharth Nagar Worli, Mumbai"
08-01-2026,169,86,95,13,9,"Siddharth Nagar Worli, Mumbai"
09-01-2026,163,98,62,13,7,"Siddharth Nagar Worli, Mumbai"
10-01-2026,167,107,65,13,9,"Siddharth Nagar Worli, Mumbai"
11-01-2026,169,87,68,7,10.5,"Siddharth Nagar Worli, Mumbai"
12-01-2026,161,111,72.5,7,12,"Siddharth Nagar Worli, Mumbai"
13-01-2026,172,108,77,36,12,"Siddharth Nagar Worli, Mumbai"
14-01-2026,172,74,71,48,10.5,"Siddharth Nagar Worli, Mumbai"
15-01-2026,148,87,67,10,9,"Siddharth Nagar Worli, Mumbai"
16-01-2026,157,63,27,27,8.5,"Siddharth Nagar Worli, Mumbai"
17-01-2026,133,54,51,31,8,"Siddharth Nagar Worli, Mumbai"
18-01-2026,107,52,22,32,7.5,"Siddharth Nagar Worli, Mumbai"
19-01-2026,92,73,59,38,7,"Siddharth Nagar Worli, Mumbai"
20-01-2026,127,115,37,58,6.75,"Siddharth Nagar Worli, Mumbai"
21-01-2026,176,102,63,50,6.5,"Siddharth Nagar Worli, Mumbai"
22-01-2026,165,43,17,18,6.25,"Siddharth Nagar Worli, Mumbai"
23-01-2026,109,44,49,28,6,"Siddharth Nagar Worli, Mumbai"
24-01-2026,88,62,28,29,8,"Siddharth Nagar Worli, Mumbai"
25-01-2026,123,74,78,27,10,"Siddharth Nagar Worli, Mumbai"
26-01-2026,157,47,48,13,10,"Siddharth Nagar Worli, Mumbai"
27-01-2026,113,40,59,16,10,"Siddharth Nagar Worli, Mumbai"
28-01-2026,78,57,58,29,10,"Siddharth Nagar Worli, Mumbai"
29-01-2026,106,72,43,35,10,"Siddharth Nagar Worli, Mumbai"
30-01-2026,145,60,42,22,11,"Siddharth Nagar Worli, Mumbai"
31-01-2026,136,67,26,12,11.5,"Siddharth Nagar Worli, Mumbai"
01-02-2026,156,82,46,25,12,"Siddharth Nagar Worli, Mumbai"
02-02-2026,164,76,52,41,10,"Siddharth Nagar Worli, Mumbai"
03-02-2026,157,92,42,18,9,"Siddharth Nagar Worli, Mumbai"
04-02-2026,159,78,60,21,8,"Siddharth Nagar Worli, Mumbai"
05-02-2026,150,83,68,23,8,"Siddharth Nagar Worli, Mumbai"
06-02-2026,150,73,54,15,8,"Siddharth Nagar Worli, Mumbai"
07-02-2026,142,81,5,36,12,"Siddharth Nagar Worli, Mumbai"
08-02-2026,131,78.6,9,31.4,12.16666667,"Siddharth Nagar Worli, Mumbai"
