pm25,pm10,no2,so2,co,o3,AQI
22.819499999999998,35.568000000000005,10.0,2.0,2.0,17.0,69.93033333333337
15.85815,37.336,14.0,2.0,3.0,19.0,68.61550000000004
21.82125,42.40971428571426,11.0,2.0,3.0,18.0,70.4856666666667
24.708750000000002,46.65142857142852,11.0,2.0,3.0,20.0,76.71683333333335
20.264474999999997,50.24685714285703,8.0,2.0,2.0,24.0,84.42616666666669
29.60925,53.2999999999998,9.0,2.0,2.0,24.0,89.11383333333335
29.444249999999997,52.3639999999998,9.0,2.0,2.0,20.0,90.59200000000004
30.442500000000003,48.12228571428554,9.0,2.0,3.0,14.0,88.72183333333338
27.72,42.52857142857128,10.0,2.0,3.0,16.0,84.32000000000004
24.9975,37.26914285714277,8.0,2.0,2.0,19.0,78.44000000000001
24.5025,32.344,10.0,3.0,3.0,19.0,75.41833333333335
24.6675,30.992,14.0,1.0,4.0,42.0,75.25500000000004
24.832499999999996,29.64,12.0,1.0,3.0,24.0,75.5816666666667
24.832499999999996,29.64,9.0,1.0,3.0,14.0,75.74499999999999
24.832499999999996,29.64,7.0,1.0,2.0,11.0,75.58166666666669
24.6675,29.64,8.0,3.0,2.0,14.0,76.35750000000003
25.61625,29.64,7.0,3.0,2.0,13.0,78.07250000000003
26.565,28.6,6.0,3.0,3.0,15.0,81.01250000000003
27.6375,27.56,6.0,3.0,2.0,12.0,82.68666666666668
27.307499999999997,27.352,5.0,3.0,2.0,7.0,82.52333333333335
26.4,27.352,5.0,3.0,2.0,9.0,78.12150000000003
23.190749999999998,27.352,6.0,3.0,2.0,12.0,71.04100000000004
20.15475,28.288000000000004,8.0,1.0,2.0,18.0,61.89433333333337
12.011999999999999,27.768,16.0,3.0,4.0,26.0,51.77366666666669
9.357232499999997,26.312000000000005,11.0,3.0,2.0,16.0,43.8491666666667
7.628197499999998,24.752,5.0,2.0,1.0,12.0,40.75583333333337
2.0192287499999995,28.392000000000007,3.0,1.0,2.0,9.0,43.73333333333338
5.296252499999999,32.13600000000001,8.0,1.5,3.0,17.0,49.26826666666671
6.5540474999999985,34.94400000000001,11.0,2.0,4.0,18.0,55.148066666666715
19.9749,36.92,9.0,3.0,3.0,13.0,61.47130000000004
22.36245,38.79200000000001,7.0,2.0,2.0,12.0,66.9723666666667
23.298000000000002,35.36,7.0,2.0,2.0,13.0,66.78290000000004
19.783499999999997,31.616000000000003,7.0,2.0,2.0,8.0,60.41300000000004
11.388299999999997,29.328000000000003,6.0,2.0,2.0,10.0,51.030333333333374
9.465224999999997,27.976000000000006,6.0,2.0,2.0,14.0,44.86000000000004
8.408399999999997,27.456000000000003,3.0,2.0,1.0,12.0,42.44333333333338
9.713549999999998,27.040000000000003,3.0,2.0,1.0,11.0,42.696666666666694
10.117799999999997,26.936000000000003,4.0,2.0,1.0,12.0,43.80000000000003
15.031499999999998,27.352000000000004,5.0,2.0,1.0,10.0,45.997222222222256
11.236224999999997,29.094000000000005,10.0,2.0,2.0,8.0,50.40077777777781
12.966799999999997,29.094000000000005,8.0,3.0,2.0,9.0,54.98322222222225
24.555999999999997,46.160000000000004,12.0,4.0,3.0,11.0,60.57133333333337
38.81999999999999,45.96,13.0,3.0,3.0,25.0,65.40600000000003
42.55999999999999,45.2,14.0,3.0,2.0,13.0,69.71800000000002
42.999999999999986,42.4,17.0,3.0,3.0,17.0,68.7118666666667
36.971999999999994,41.0,10.0,3.0,2.0,15.0,61.369200000000035
29.69199999999999,35.4,8.0,3.0,2.0,11.0,49.74920000000004
9.418079999999998,31.4,10.0,4.0,3.0,9.0,38.48666666666671
4.256999999999998,28.6,12.0,4.0,4.0,7.0,30.79111111111116
4.199999999999999,26.4,8.0,4.0,3.0,10.0,27.066666666666716
2.0999999999999996,26.2,10.0,5.0,3.0,7.0,27.600000000000048
5.192039999999997,30.2,9.0,5.0,3.0,14.0,30.200000000000045
8.378999999999998,34.2,6.0,7.0,3.0,11.0,37.30222222222226
19.952799999999993,38.2,5.0,4.0,2.0,10.0,45.38760000000004
22.481199999999994,43.4,7.0,4.0,3.0,7.0,54.151911111111154
25.068399999999997,46.6,11.0,4.0,3.0,8.0,58.86177777777781
15.335039999999994,51.6,9.0,5.0,3.0,6.0,60.976400000000034
13.806239999999995,60.0,5.0,5.0,2.0,8.0,63.822755555555595
14.688239999999997,68.4,10.0,4.0,3.0,12.0,67.79066666666671
17.169599999999992,73.0,5.0,4.0,2.0,9.0,74.86844444444448
34.29999999999999,77.4,7.0,5.0,3.0,7.0,88.95644444444447
44.18399999999999,76.0,5.0,5.0,2.0,7.0,107.39377777777777
47.90799999999999,71.2,5.0,16.0,2.0,7.0,117.61
63.539999999999985,66.4,4.0,4.0,2.0,9.0,117.61
44.18399999999998,60.6,9.0,4.0,3.0,13.0,113.95800000000001
27.350399999999997,54.4,8.0,5.0,4.0,8.0,106.72533333333335
38.135999999999996,51.4,9.0,5.0,3.0,5.0,100.82577777777782
56.08,48.6,9.0,6.0,4.0,12.0,93.94577777777782
34.992,46.6,8.0,6.0,3.0,12.0,94.81688888888893
56.08,47.6,6.0,6.0,3.0,6.0,90.14555555555559
33.249999999999986,49.2,3.0,6.0,2.0,6.0,83.19844444444448
31.89199999999999,51.0,4.0,5.0,2.0,7.0,77.79755555555559
32.31199999999999,53.6,3.0,5.0,2.0,7.0,79.70311111111114
35.69999999999999,56.4,5.0,5.0,3.0,8.0,87.4777777777778
59.83999999999999,59.2,7.0,5.0,3.0,7.0,106.58822222222226
70.22,58.6,8.0,6.0,3.0,6.0,134.4815555555556
80.6,57.2,7.0,6.0,3.0,5.0,160.64200000000002
83.39999999999999,57.1,10.0,6.0,4.0,3.0,163.55700000000002
72.86999999999999,56.0,11.0,5.0,3.0,10.0,142.66800000000003
61.60999999999999,53.0,12.0,6.0,3.0,7.0,109.10637777777781
13.873799999999997,52.0,8.0,5.0,1.0,9.0,78.76291111111114
18.529199999999992,49.0,6.0,5.0,1.0,10.0,57.35857777777781
3.594779999999998,42.1,9.0,13.0,1.0,9.0,43.18020000000004
3.3843599999999983,35.0,11.0,5.0,4.0,26.0,35.700000000000045
2.3990399999999985,30.0,11.0,5.0,1.0,9.0,31.133333333333383
2.204999999999998,28.4,9.0,4.0,1.0,9.0,29.266666666666712
2.3284799999999986,29.4,10.0,4.0,1.0,8.0,30.266666666666712
2.1432599999999984,33.0,8.0,4.0,1.0,8.0,33.46666666666672
6.297479999999997,38.0,8.0,4.0,1.0,9.0,38.00000000000005
3.6602999999999972,43.0,5.0,4.0,1.0,9.0,42.33333333333338
10.284119999999996,46.0,3.0,4.0,1.0,10.0,46.11666666666671
6.218099999999998,48.4,6.0,4.0,1.0,9.0,50.74333333333337
14.111999999999997,49.8,7.0,4.0,1.0,9.0,53.54680000000004
13.476959999999996,50.0,6.0,4.0,1.0,9.0,56.05680000000003
14.111999999999995,49.4,5.0,4.0,1.0,10.0,57.947111111111134
15.570239999999993,48.8,3.0,4.0,1.0,10.0,60.15755555555558
15.182159999999994,48.6,4.0,4.0,1.0,11.0,65.46262222222225
30.340799999999994,48.4,4.0,3.0,1.0,11.0,70.02071111111114
19.086479999999995,47.8,4.0,3.0,1.0,9.0,78.78626666666669
36.57359999999999,47.0,4.0,4.0,1.0,10.0,83.48155555555559
21.826559999999997,46.0,5.0,4.0,1.0,9.0,89.50311111111114
39.55279999999998,44.8,4.0,3.0,1.0,9.0,91.28671111111116
38.86679999999999,44.0,6.0,3.0,1.0,9.0,95.46368888888891
41.74799999999999,44.6,6.0,3.0,2.0,7.0,96.7899555555556
41.25799999999999,46.6,4.0,3.0,1.0,8.0,99.78022222222224
42.139999999999986,49.0,5.0,4.0,2.0,8.0,101.9155555555556
43.02199999999999,51.2,5.0,4.0,2.0,8.5,107.99600000000002
45.28999999999999,53.0,6.0,4.0,2.0,9.0,111.56000000000002
44.40799999999999,52.8,6.0,4.0,2.0,8.0,114.046
63.71999999999999,52.0,6.0,4.0,2.0,11.0,112.04400000000003
44.01599999999999,50.2,7.0,4.0,3.0,10.0,110.50400000000002
43.42799999999999,48.4,6.0,5.0,2.0,9.0,105.5777777777778
41.355999999999995,45.6,11.0,5.0,3.0,6.0,103.09177777777779
42.43399999999999,43.8,8.0,5.0,1.0,8.0,99.25133333333338
40.37599999999999,42.8,7.0,4.0,2.0,8.0,99.04444444444448
41.08999999999999,42.6,15.0,4.0,3.0,2.0,95.00200000000002
38.10799999999998,39.6,17.0,5.0,4.0,4.0,90.99488888888891
50.31999999999999,37.6,12.0,5.0,2.0,7.0,83.40533333333337
26.855999999999998,35.6,14.0,5.0,2.0,2.0,76.63244444444449
25.199999999999992,32.8,9.0,5.0,3.0,1.0,66.15080000000005
18.640799999999995,34.0,3.0,6.0,4.0,5.0,60.808711111111144
20.968799999999995,38.0,2.0,5.0,3.0,6.0,59.517288888888935
8.321879999999998,42.0,2.0,6.0,3.0,7.0,69.79640000000005
49.94799999999999,45.8,1.0,7.0,2.0,6.0,84.2839555555556
60.467999999999996,49.6,1.0,7.0,2.0,6.0,106.81871111111116
70.1,49.4,1.66666666666666,6.0,3.0,2.0,129.4548
75.29999999999998,51.4,2.33333333333333,6.0,2.0,1.0,150.61
55.78999999999999,54.6,3.0,6.0,2.0,2.0,159.41
78.1,56.8,5.0,7.0,2.0,2.0,160.51000000000002
76.3,57.4,7.0,4.0,2.0,2.0,147.1912
67.592,57.6,5.0,4.0,3.0,1.0,125.30146666666671
56.976,55.6,6.0,4.0,3.0,2.0,101.9290666666667
10.629359999999998,48.2,5.0,4.0,3.0,13.0,83.33564444444448
17.555999999999997,42.0,4.0,4.0,2.0,3.0,70.27333333333337
23.088799999999996,39.0,6.0,8.0,3.0,3.0,63.96648888888893
16.393439999999995,36.4,5.0,12.0,4.0,4.0,67.69484444444448
20.432159999999993,33.0,5.0,10.0,5.0,2.0,73.0434666666667
25.684799999999996,32.8,6.0,9.0,4.0,5.0,73.2699555555556
39.44799999999999,32.6,14.0,8.0,4.0,4.0,69.81600000000003
12.691199999999997,30.8,11.0,8.0,3.0,7.0,69.31293333333336
8.795639999999997,28.4,6.0,7.0,2.0,5.0,62.83235555555559
19.735799999999994,26.8,5.0,6.0,2.0,5.0,53.41351111111115
17.992799999999992,35.8,6.0,6.0,2.0,4.0,45.110000000000035
5.732999999999997,45.4,10.0,6.0,3.0,8.0,48.08000000000004
5.674199999999998,55.0,8.0,6.0,3.0,9.0,54.78533333333338
11.465999999999996,62.2,8.0,5.0,3.0,7.0,62.498666666666715
26.410999999999998,68.0,7.0,5.0,3.0,5.0,70.75244444444449
33.71199999999999,63.2,6.0,5.0,3.0,6.0,78.7884444444445
36.455999999999996,53.6,7.0,6.0,3.0,6.0,83.02422222222226
34.00599999999999,43.8,8.0,6.0,3.0,5.0,82.43622222222227
32.955999999999996,37.0,9.0,7.0,3.0,5.0,75.26044444444449
27.229999999999993,34.0,11.0,8.0,4.0,4.0,65.7326666666667
31.07999999999999,35.0,10.0,8.0,5.0,3.0,58.5786666666667
20.363999999999994,41.0,11.0,8.0,6.0,2.0,59.11222222222225
23.927999999999997,48.2,11.0,10.0,7.0,5.0,65.97222222222227
43.67999999999999,55.4,9.0,9.0,5.0,5.0,74.89022222222226
50.31999999999999,57.6,9.0,10.0,7.0,3.0,83.44888888888893
55.6,55.8,11.0,10.0,6.0,2.0,86.6066666666667
49.48,51.4,11.0,10.0,6.0,4.0,80.94880000000005
39.928,46.0,10.0,10.0,6.0,4.0,69.63960000000004
20.896799999999995,45.2,8.0,9.0,4.0,6.0,65.47351111111114
8.783879999999998,48.6,11.0,9.0,4.0,5.0,70.86351111111115
34.879599999999996,53.6,9.0,8.0,6.0,5.0,88.36440000000003
63.14799999999999,59.8,13.0,8.0,8.0,8.0,121.14137777777778
80.49999999999999,66.6,15.0,9.0,7.0,18.0,167.82613333333333
96.79999999999998,71.0,16.0,9.0,7.0,11.0,211.55666666666664
102.6,79.0,15.0,9.0,7.0,12.0,242.58
108.4,85.4,19.0,9.0,6.0,25.0,253.91
107.1,92.4,20.0,6.0,6.0,13.0,250.06000000000003
99.1,90.2,13.0,6.0,4.0,8.0,226.95666666666668
87.69999999999999,85.8,9.0,1.0,4.0,4.0,194.72333333333336
78.1,82.0,11.0,3.0,5.0,4.0,171.29
78.1,84.0,13.0,14.0,7.0,8.0,168.1
50.87999999999999,86.0,20.0,4.0,8.0,19.0,189.88333333333333
97.6,96.6,14.0,5.0,8.0,26.0,225.74666666666667
110.4,107.2,11.0,6.0,10.0,18.0,261.26188161294596
120.0,111.4,15.0,5.0,8.0,16.0,279.8098650598976
120.0,105.0,15.0,3.0,8.0,33.0,282.4498650598976
112.8,98.4,18.0,2.0,10.0,35.0,276.9679834469517
111.8,92.0,12.0,1.0,5.0,23.0,272.94000000000005
77.55999999999999,88.8,6.0,1.0,6.0,15.0,270.74
110.8,86.2,8.0,1.0,6.0,14.0,269.64
110.8,85.6,12.0,1.0,8.0,32.0,273.6000000000001
114.4,81.8,11.0,3.0,10.0,20.0,267.44
105.2,77.8,9.0,1.0,6.0,20.0,246.606
91.85999999999999,77.0,6.0,1.0,5.0,16.0,220.27200000000002
90.46,76.2,6.0,1.0,6.0,13.0,195.49666666666667
58.08599999999999,79.2,11.0,1.0,9.0,28.0,181.43533333333335
79.38,85.6,13.0,2.0,8.0,23.0,172.21400000000003
57.66599999999999,92.2,15.0,2.0,7.0,21.0,179.40800000000004
62.664,94.6,16.0,2.0,7.0,16.0,192.43533333333338
63.644,99.4,17.0,2.0,7.0,29.0,210.3906666666667
68.88,104.2,18.0,2.0,9.0,47.0,228.41200000000003
105.6,107.2,15.0,4.0,12.0,55.0,252.48000000000002
112.8,109.4,13.0,4.0,10.0,30.0,270.79247096759195
120.0,107.6,14.0,4.0,10.0,19.0,276.0724709675919
110.4,100.2,13.0,3.0,8.0,32.0,273.432470967592
110.4,92.8,7.0,2.0,7.0,27.0,268.32000000000005
66.24,90.6,8.0,2.0,7.0,11.0,268.32000000000005
110.4,89.3,8.0,2.0,7.0,20.0,268.32000000000005
110.4,90.1,11.0,2.0,8.0,31.0,270.96000000000004
112.8,94.3,12.0,3.0,11.0,19.0,265.68000000000006
105.6,98.7,14.0,2.0,9.0,20.0,252.48000000000002
68.88,99.9,13.0,2.0,9.0,20.0,228.72000000000003
63.839999999999996,101.8,15.0,2.0,10.0,26.0,212.88000000000002
63.839999999999996,103.4,12.0,2.0,9.0,21.0,204.96
63.839999999999996,110.33333333333333,8.0,1.0,10.0,21.0,212.88000000000002
98.4,117.06666666666665,15.0,2.0,11.0,27.0,228.72000000000003
73.91999999999999,116.73333333333332,27.0,9.0,11.0,13.0,252.48000000000002
112.8,111.33333333333333,17.0,7.0,7.0,16.0,268.32
112.8,103.13333333333333,15.0,4.0,3.0,15.0,278.064953814648
120.0,85.2,16.0,4.0,4.0,35.0,281.364953814648
115.8,67.26666666666667,18.0,3.0,3.0,14.0,280.04495381464795
111.6,58.8,9.0,2.0,2.0,11.0,272.28000000000003
107.4,59.0,11.0,1.0,1.0,6.0,263.04
107.4,65.4,8.0,1.0,3.0,4.0,258.42
107.4,76.4,13.0,2.0,5.0,9.0,263.04
111.6,88.0,17.0,2.0,6.0,9.0,272.28000000000003
115.8,99.6,22.0,2.0,6.0,16.0,283.32406147344136
120.0,106.6,20.0,2.0,7.0,15.0,289.9045873195111
120.0,108.4,16.0,3.0,7.0,10.0,289.37492463287555
120.0,103.6,20.0,2.0,7.0,15.0,271.33486315943424
101.03999999999999,96.6,21.0,2.0,5.0,15.0,231.9490039800311
82.08,87.0,21.0,2.0,4.0,8.0,195.05333333333337
17.2368,80.4,20.0,1.0,6.0,16.0,173.86399999999998
17.2368,77.8,16.0,2.0,6.0,11.0,173.86399999999998
82.08,81.6,16.0,3.0,8.0,8.0,195.05333333333337
101.03999999999999,91.8,11.0,4.0,10.0,8.0,234.34806472509956
120.0,102.0,19.0,3.0,7.0,15.0,269.9478612660292
120.0,107.4,22.0,3.0,8.0,15.0,286.688124205617
120.0,110.4,25.0,3.0,7.0,12.0,284.85808076135436
120.0,112.8,25.0,3.0,6.0,18.0,287.79560775868134
120.0,110.4,25.0,3.0,6.0,15.0,288.274735002283
120.0,108.4,28.0,3.0,6.5,19.0,290.1237279230233
120.0,109.2,24.0,5.0,7.0,23.0,288.29082526032425
120.0,110.8,26.0,5.0,8.0,18.0,287.682852677692
120.0,114.6,21.0,5.0,8.0,23.0,285.9601353750619
120.0,118.4,28.0,4.0,7.0,29.0,287.0789913861443
120.0,121.8,32.0,3.0,10.0,29.0,286.0541007685095
120.0,122.0,39.0,1.0,8.0,30.0,287.8370879875585
120.0,120.4,35.0,1.0,8.0,36.0,289.59993915731127
120.0,117.0,32.0,1.0,7.0,36.0,290.0465706241248
120.0,118.0,32.0,2.0,6.0,35.0,291.03346201523453
120.0,119.0,34.0,3.0,6.0,39.0,288.5189113328443
120.0,120.2,36.0,1.0,11.0,32.0,288.0017877709481
120.0,119.6,36.0,3.0,11.0,39.0,283.7505377948119
120.0,119.0,28.0,2.0,9.0,23.0,284.51936220969776
120.0,114.6,21.0,1.0,5.0,31.0,284.30148035935787
120.0,110.2,32.0,1.0,6.0,32.0,284.7282101106044
120.0,105.4,34.0,1.0,8.0,24.0,281.0131416550492
112.8,103.6,31.0,1.0,8.0,26.0,278.65098861754933
112.8,103.0,27.0,2.0,6.0,19.0,268.32
73.91999999999999,101.8,25.0,1.0,5.0,21.0,260.40000000000003
105.6,100.6,24.0,1.0,7.0,16.0,252.47999999999996
73.91999999999999,103.2,25.0,2.0,7.0,20.0,260.40000000000003
112.8,108.8,25.0,2.0,6.0,23.0,268.32
112.8,113.2,26.0,3.0,9.0,28.0,281.4622306056639
120.0,117.6,28.0,3.0,9.0,32.0,285.5873838629033
120.0,116.2,24.0,6.0,8.0,27.0,287.8406094252958
120.0,113.4,19.0,7.0,4.0,18.0,287.71935950399376
120.0,103.8,17.0,8.0,5.0,20.0,277.8962062467544
107.62,94.2,17.0,9.0,3.0,13.0,256.3269806843619
95.24,86.8,15.0,5.0,1.0,20.0,227.29000000000005
63.72799999999999,87.2,23.0,3.0,6.0,8.0,200.79866666666666
58.68799999999999,88.6,27.0,7.0,4.0,30.0,187.92533333333336
83.83999999999999,93.8,26.0,7.0,4.0,26.0,193.62333333333336
67.354,97.0,24.0,9.0,6.0,31.0,218.5526666666667
106.2,97.8,24.0,7.0,6.0,25.0,244.58200000000002
107.2,96.6,22.0,6.0,5.0,18.0,261.06
111.2,96.6,21.0,5.0,5.0,19.0,264.8
109.6,96.6,24.0,5.0,5.0,21.0,265.68000000000006
108.0,97.4,24.0,6.0,7.0,23.0,261.94000000000005
107.8,94.6,30.0,5.0,8.0,28.0,255.12000000000003
103.4,91.8,22.0,6.0,7.0,22.0,239.80800000000008
94.08,93.0,17.0,6.0,5.0,10.0,216.68266666666673
87.08,98.3,9.0,7.0,3.0,10.0,192.23733333333337
57.03599999999999,104.8,12.0,5.0,2.5,21.0,172.98400000000004
53.815999999999995,114.2,20.0,3.0,2.0,19.0,162.20400000000004
54.096,121.6,30.0,2.0,4.0,23.0,171.35600000000002
62.85999999999999,120.0,26.0,2.0,5.0,27.0,185.41400000000007
62.76199999999999,114.3,29.0,2.0,7.0,25.0,204.86533333333338
94.66,119.4,29.0,2.0,4.0,20.0,218.46466666666666
71.30199999999998,125.4,32.0,2.0,5.0,24.0,240.13800000000003
109.05999999999999,130.4,35.0,3.0,13.0,20.0,248.058
101.85999999999999,135.8,35.0,5.0,16.0,26.0,257.672
110.6,140.0,33.0,5.0,13.0,18.0,261.78600000000006
78.96,133.4,24.0,7.0,13.0,9.0,273.8200000000001
112.8,126.8,18.0,6.0,12.9815950920245,13.0,276.24
112.8,123.2,14.0,5.0,12.963190184049,8.0,279.66359841754553
120.0,114.8,21.0,8.0,12.9447852760736,20.0,285.8235984175455
118.4,106.0,23.0,7.0,7.5,32.0,290.2235984175455
116.8,97.2,19.0,4.0,7.5,17.0,291.20000000000005
116.8,89.8,17.0,5.0,7.5,10.0,281.52000000000004
109.6,86.2,18.0,7.0,7.5,11.0,265.68
102.39999999999999,89.8,26.0,5.0,7.5,19.0,243.67999999999998
67.75999999999998,95.0,27.0,3.0,7.5,23.0,231.36
68.88,96.4,28.0,4.0,7.5,25.0,219.04
63.83999999999999,92.0,25.0,4.0,7.5,29.0,215.52
93.6,83.8,29.0,3.0,7.5,15.0,212.88000000000002
67.19999999999999,79.6,20.0,3.0,7.5,13.0,225.42000000000004
102.6,79.2,16.0,3.0,7.5,10.0,235.32000000000005
102.6,90.0,17.0,3.0,7.5,14.0,250.50000000000003
109.8,105.2,18.0,4.0,7.5,16.0,255.78000000000006
107.4,115.2,17.0,5.0,7.5,5.0,257.80400000000003
104.43999999999998,117.8,23.0,4.0,7.5,25.0,251.688
72.96799999999998,116.6,30.0,4.0,7.5,31.0,247.33199999999997
72.40799999999999,110.8,25.0,4.0,7.5,17.0,246.23199999999997
103.43999999999998,106.2,22.0,4.0,7.5,15.0,245.35199999999995
103.43999999999998,110.8,34.0,4.0,7.5,31.0,245.968
104.0,115.0,32.0,4.0,7.5,33.0,239.544
68.32,119.2,33.0,4.0,7.5,18.0,226.08
63.83999999999999,120.0,34.0,5.0,7.5,2.0,199.12666666666667
55.859999999999985,115.04,36.0,6.0,7.5,30.0,174.59333333333333
52.919999999999995,106.08,37.0,4.0,7.5,10.0,152.48000000000002
27.488999999999997,65.39,38.0,5.0,4.0,31.0,138.62
25.871999999999993,61.828,38.0,8.0,4.0,26.0,124.76
24.255,58.13600000000001,31.0,7.0,4.0,12.0,121.46
26.333999999999996,56.992000000000004,34.0,12.0,4.0,33.0,128.72
28.412999999999997,55.64000000000001,29.0,9.0,4.0,27.0,140.6
40.589999999999996,54.496,29.0,7.0,4.0,42.0,152.48
43.559999999999995,53.14400000000001,35.0,7.0,4.0,28.0,164.35999999999999
32.571,51.168,29.0,10.0,4.0,35.0,176.24
46.53,49.608000000000004,33.0,13.0,4.0,29.0,182.17999999999998
46.53,48.88000000000001,30.0,10.0,4.0,26.0,182.17999999999998
46.53,48.88000000000001,31.0,7.0,4.0,29.0,176.24
43.56,49.08800000000001,32.0,6.0,4.0,20.0,164.36000000000004
28.413,50.12800000000001,31.0,9.0,4.0,17.0,146.54000000000005
26.334000000000003,50.64800000000001,32.0,8.0,4.0,26.0,128.72000000000003
24.255,49.712,33.0,9.0,4.0,21.0,116.84000000000003
24.255,45.760000000000005,32.0,8.0,4.0,25.0,111.39500000000002
24.428249999999995,41.80800000000001,19.0,8.0,4.0,21.0,112.385
24.601499999999994,40.14400000000001,15.0,2.0,4.0,14.0,119.315
38.114999999999995,39.519999999999996,12.0,2.0,4.0,8.0,125.75
38.114999999999995,39.728,17.0,1.0,4.0,16.0,131.68999999999994
38.114999999999995,42.224000000000004,33.0,3.0,4.0,23.0,137.13499999999996
28.586249999999996,42.01600000000001,34.0,6.0,4.0,25.0,147.85999999999999
30.43424999999999,39.832,25.0,10.0,4.0,15.0,158.42
43.394999999999996,36.712,10.0,1.0,4.0,4.0,169.475
46.364999999999995,34.32,9.0,1.0,4.0,3.0,181.19000000000003
49.33500000000001,31.928,7.0,1.0,4.0,4.0,187.13
46.365,32.656000000000006,10.0,1.0,4.0,3.0,187.29500000000004
46.447500000000005,34.944,9.0,1.0,4.0,2.0,181.68500000000003
32.571,38.376000000000005,9.0,2.0,4.0,2.0,182.01500000000001
46.53,41.080000000000005,8.0,4.0,4.0,2.0,182.17999999999998
46.53,42.64,8.0,2.0,4.0,2.0,188.12000000000003
49.50000000000001,42.432,9.0,1.0,2.0,5.0,194.06000000000003
49.50000000000001,40.352000000000004,10.0,1.0,2.0,7.0,198.18500000000003
48.5925,37.336000000000006,9.0,2.0,2.0,8.0,194.55500000000004
47.685,33.800000000000004,10.0,3.0,2.0,5.0,190.43000000000004
47.43750000000001,31.096000000000007,8.0,3.0,2.0,4.0,187.62500000000003
47.190000000000005,28.808000000000007,9.0,1.0,2.0,8.0,183.50000000000003
45.6225,26.832000000000008,8.0,1.0,2.0,5.0,178.55000000000004
44.962500000000006,25.584,5.0,2.0,2.0,4.0,172.94000000000005
44.385000000000005,26.624000000000002,5.0,2.0,2.0,4.5,165.02000000000004
41.6625,27.976000000000006,9.0,1.0,2.0,5.0,152.97500000000002
38.940000000000005,28.808000000000007,12.0,3.0,2.0,4.0,144.06500000000003
27.950999999999997,29.64,14.0,4.0,2.0,6.0,142.58000000000004
28.644000000000005,30.056,8.0,4.0,2.0,6.0,146.37500000000003
40.837500000000006,29.016000000000002,9.0,2.0,2.0,4.0,150.50000000000003
41.9925,27.872000000000003,10.0,2.0,2.0,6.0,154.95500000000004
43.14750000000001,28.288000000000004,8.0,2.0,2.0,7.0,158.25500000000002
42.487500000000004,28.704000000000004,8.0,3.0,2.0,5.0,153.42050000000003
39.575250000000004,30.784,8.0,33.0,2.0,4.0,143.47100000000003
38.17275,32.55200000000001,10.0,17.0,2.0,11.0,138.47150000000002
27.991425000000003,34.112,26.0,1.0,2.0,18.0,142.92650000000003
29.261925,35.568000000000005,19.0,1.0,2.0,27.0,144.35375000000002
38.886375,39.26,14.0,1.0,2.0,23.6666666666666,140.82275
38.22224999999999,41.184,12.0,1.0,2.0,20.3333333333333,132.85325
26.472599999999996,42.12,21.0,1.0,2.0,17.0,124.7765
24.3936,42.848000000000006,18.0,2.0,2.0,11.0,118.02800000000002
24.3936,41.704,20.0,3.0,2.0,10.0,110.41325000000002
23.807437499999995,38.22,13.0,3.0,2.0,16.0,110.11625000000002
34.69949999999999,33.80000000000001,8.0,1.0,2.0,7.0,107.82275
23.590874999999993,30.368000000000006,9.0,1.0,2.0,8.0,104.77400000000002
32.298750000000005,28.392000000000007,4.0,1.0,2.0,6.0,96.5091666666667
28.42125,28.912000000000003,4.0,1.0,2.0,4.0,92.16000000000004
30.360000000000003,30.888,6.0,3.0,2.0,4.0,88.9586666666667
29.064749999999997,35.15200000000001,8.0,3.0,2.0,9.0,90.98400000000004
30.46725,39.416000000000004,10.0,1.0,2.0,8.0,92.47850000000001
22.308825,41.288000000000004,7.0,1.0,2.0,6.0,96.03916666666669
22.863224999999996,40.664,7.0,1.0,2.0,4.0,95.89216666666668
21.223124999999996,38.688,8.0,2.0,2.0,5.0,93.72800000000002
20.77845,35.464000000000006,7.0,1.66666666666666,2.0,5.0,88.43600000000002
19.121024999999996,32.344,8.0,1.33333333333333,2.0,5.0,83.23383333333335
17.544449999999994,31.200000000000006,8.0,1.0,2.0,12.0,78.60333333333334
17.504024999999995,31.928000000000004,5.0,1.0,2.0,13.0,78.54616666666668
19.080599999999997,32.344,5.0,1.0,2.0,13.0,81.91900000000003
19.929524999999995,32.656,4.0,1.66666666666666,2.0,13.0,86.49233333333335
20.738024999999997,37.024,7.0,2.33333333333333,2.0,13.0,91.06566666666669
22.3146,42.432,11.0,3.0,2.0,13.0,99.92500000000003
24.514874999999996,47.839999999999996,11.0,2.0,2.0,15.0,107.98750000000001
24.636149999999997,50.12800000000001,10.0,1.0,2.0,17.0,116.246
36.40725,50.96000000000001,9.0,1.0,2.0,14.0,120.5195
26.010599999999993,45.34400000000001,5.0,1.0,2.0,14.0,118.90249999999999
24.0702,37.440000000000005,4.0,12.0,2.0,12.0,106.75666666666666
19.565699999999993,29.536000000000005,2.0,12.1304347826086,2.0,3.0,89.67933333333336
17.140199999999997,26.104000000000003,3.0,12.2608695652173,2.0,3.0,75.17333333333335
15.038099999999995,24.128000000000004,4.0,12.391304347826,2.0,3.0,66.25533333333335
13.259399999999998,23.712000000000003,6.0,3.0,2.0,2.0,59.90983333333335
12.653025,24.024,6.0,3.0,2.0,3.0,56.365500000000026
12.531749999999999,24.856,4.0,3.0,2.0,3.0,55.16500000000003
