date, pm25, pm10, o3, no2, so2, co,location
2020-03-08,68,69,10,1,1,2,"Borivali East, Mumbai"
2020-03-09,87,94,7, ,1,2,"Borivali East, Mumbai"
2020-03-10,91,42,8, ,1,1,"Borivali East, Mumbai"
2020-03-11,46,218,6, ,1,1,"Borivali East, Mumbai"
2020-03-12,45,59,11,1,1,2,"Borivali East, Mumbai"
2020-03-13,65,71,12,1,1,2,"Borivali East, Mumbai"
2020-03-14,85,317,13,2,1,3,"Borivali East, Mumbai"
2020-03-15,90,89,17,2,2,4,"Borivali East, Mumbai"
2020-03-16,99,74,17,2,1,4,"Borivali East, Mumbai"
2020-03-17,291,66,12,3,1,4,"Borivali East, Mumbai"
2020-03-18,92,49,8,1,1,2,"Borivali East, Mumbai"
2020-03-19,60,44,4, ,1,2,"Borivali East, Mumbai"
2020-03-20,28,47,6, ,1,2,"Borivali East, Mumbai"
2020-03-21,275,44,7, ,1,2,"Borivali East, Mumbai"
2020-03-22,58,48,8, ,1,2,"Borivali East, Mumbai"
2020-03-23,81,61,9, ,1,3,"Borivali East, Mumbai"
2020-03-24,102,56,7,1,1,3,"Borivali East, Mumbai"
2020-03-25,92,49,8,1,1,3,"Borivali East, Mumbai"
2020-03-26,88,51,7, ,1,3,"Borivali East, Mumbai"
2020-03-27,84,54,9, ,1,3,"Borivali East, Mumbai"
2020-03-28,88,52,10, ,1,3,"Borivali East, Mumbai"
2020-03-29,81,48,9, ,1,3,"Borivali East, Mumbai"
2020-03-30,81,41,7, ,1,2,"Borivali East, Mumbai"
2020-03-31,68,43,8, ,1,2,"Borivali East, Mumbai"
2020-04-01,64,56,9, ,1,3,"Borivali East, Mumbai"
2020-04-02,84,61,7, ,1,2,"Borivali East, Mumbai"
2020-04-03,79,56,6, ,1,3,"Borivali East, Mumbai"
2020-04-04,74,49,7, ,1,2,"Borivali East, Mumbai"
2020-04-05,73,39,6, ,1,2,"Borivali East, Mumbai"
2020-04-06,64,64,4, ,1,2,"Borivali East, Mumbai"
2020-04-07,68,63,4, ,1,2,"Borivali East, Mumbai"
2020-04-08,73,61,3, ,1,2,"Borivali East, Mumbai"
2020-04-09,68, , , , , ,"Borivali East, Mumbai"
2020-08-04, , , , , , ,"Borivali East, Mumbai"
2020-08-06, ,4,2, ,12,3,"Borivali East, Mumbai"
2020-08-07,19,14,2, ,5,3,"Borivali East, Mumbai"
2020-08-08,61,53,11, ,14,3,"Borivali East, Mumbai"
2020-08-09,19,10,2, ,5,1,"Borivali East, Mumbai"
2020-08-10,23,13,2, ,5,1,"Borivali East, Mumbai"
2020-08-11,58,5,1, ,5,1,"Borivali East, Mumbai"
2020-08-12,8, ,2, ,5,1,"Borivali East, Mumbai"
2020-08-13,11,16,2, ,5,1,"Borivali East, Mumbai"
2020-08-14,101,19,2, ,5,1,"Borivali East, Mumbai"
2020-08-15,24,26,2, ,5,1,"Borivali East, Mumbai"
2020-08-16,22,29,2, ,5, ,"Borivali East, Mumbai"
2020-08-17,15,19,1, ,5,1,"Borivali East, Mumbai"
2020-08-18,19,308,1, ,5, ,"Borivali East, Mumbai"
2020-08-19,10, ,1, ,5, ,"Borivali East, Mumbai"
2020-08-20,153,80,2, ,5,1,"Borivali East, Mumbai"
