date, pm25, pm10, o3, no2, co,location
2023-01-16,157,85,83,12,7,"Siddharth Nagar-Worli, Mumbai"
2023-01-17,159,98,76,12,9,"Siddharth Nagar-Worli, Mumbai"
2023-01-18,172,101,78,10,9,"Siddharth Nagar-Worli, Mumbai"
2023-01-19,174,80,70,5,3,"Siddharth Nagar-Worli, Mumbai"
2023-01-20,155,66,73,4,3,"Siddharth Nagar-Worli, Mumbai"
2023-01-21,137,67,58,3,2,"Siddharth Nagar-Worli, Mumbai"
2023-01-22,135,67,57,4,1,"Siddharth Nagar-Worli, Mumbai"
2023-01-23,136,71,62,3,1,"Siddharth Nagar-Worli, Mumbai"
2023-01-24,146,102,74,4,2,"Siddharth Nagar-Worli, Mumbai"
2023-01-25,165,104,58,4,5,"Siddharth Nagar-Worli, Mumbai"
2023-01-26,164,96,47,5,8,"Siddharth Nagar-Worli, Mumbai"
2023-01-27,167,63,52,5,5,"Siddharth Nagar-Worli, Mumbai"
2023-01-28,115,77,44,6,14,"Siddharth Nagar-Worli, Mumbai"
2023-01-29,146,73,70,4,4,"Siddharth Nagar-Worli, Mumbai"
2023-01-30,142,98,69,5,6,"Siddharth Nagar-Worli, Mumbai"
2023-01-31,163,83,48,5,11,"Siddharth Nagar-Worli, Mumbai"
2023-02-01,157, , , , ,"Siddharth Nagar-Worli, Mumbai"
2023-02-03, ,84,74,6,4,"Siddharth Nagar-Worli, Mumbai"
2023-02-04,148,83,76,2,4,"Siddharth Nagar-Worli, Mumbai"
2023-02-05,160,72,69,6,3,"Siddharth Nagar-Worli, Mumbai"
2023-02-06,147,67,72,8,1,"Siddharth Nagar-Worli, Mumbai"
2023-02-07,138,88,74,8,3,"Siddharth Nagar-Worli, Mumbai"
2023-02-08,164,90,62,8,3,"Siddharth Nagar-Worli, Mumbai"
2023-02-09,164,68,69,8,3,"Siddharth Nagar-Worli, Mumbai"
2023-02-10,143,52,63,8,3,"Siddharth Nagar-Worli, Mumbai"
2023-02-11,107,73,83,8,5,"Siddharth Nagar-Worli, Mumbai"
2023-02-12,145,74,70,8,2,"Siddharth Nagar-Worli, Mumbai"
2023-02-13,150,75,75,8,3,"Siddharth Nagar-Worli, Mumbai"
2023-02-14,148,81,71,8,5,"Siddharth Nagar-Worli, Mumbai"
2023-02-15,156,87,74,8,6,"Siddharth Nagar-Worli, Mumbai"
2023-02-16,160,84,81,8,5,"Siddharth Nagar-Worli, Mumbai"
2023-02-17,160,90,79,8,5,"Siddharth Nagar-Worli, Mumbai"
2023-02-18,164,78,64,8,4,"Siddharth Nagar-Worli, Mumbai"
2023-02-19,155,64,64,8,4,"Siddharth Nagar-Worli, Mumbai"
2023-02-20,134,75,56,8,5,"Siddharth Nagar-Worli, Mumbai"
2023-02-21,141,53,41,8,2,"Siddharth Nagar-Worli, Mumbai"
2023-02-22,111,73,69,8,4,"Siddharth Nagar-Worli, Mumbai"
2023-02-23,150,77,68,8,4,"Siddharth Nagar-Worli, Mumbai"
2023-02-24,152,70,78,8,3,"Siddharth Nagar-Worli, Mumbai"
2023-02-25,149,82,64,8,4,"Siddharth Nagar-Worli, Mumbai"
2023-02-26,159,84,19,9,7,"Siddharth Nagar-Worli, Mumbai"
2023-02-27,162,66,51,8,2,"Siddharth Nagar-Worli, Mumbai"
2023-02-28,129,73,54,8,4,"Siddharth Nagar-Worli, Mumbai"
2023-03-01,142,94,52,8,9,"Siddharth Nagar-Worli, Mumbai"
2023-03-02,167,113,58,8,13,"Siddharth Nagar-Worli, Mumbai"
2023-03-03,181,114,57,8,13,"Siddharth Nagar-Worli, Mumbai"
2023-03-04,182,121,69,8,13,"Siddharth Nagar-Worli, Mumbai"
2023-03-05,182,109,61,8,9,"Siddharth Nagar-Worli, Mumbai"
2023-03-06,173,67,46,8,4,"Siddharth Nagar-Worli, Mumbai"
2023-03-07,126,60,57,8,6,"Siddharth Nagar-Worli, Mumbai"
2023-03-08,124,75,64,8,5,"Siddharth Nagar-Worli, Mumbai"
2023-03-09,148,60,59,8,3,"Siddharth Nagar-Worli, Mumbai"
2023-03-10,123,74,73,8,6,"Siddharth Nagar-Worli, Mumbai"
2023-03-11,144,84,56,8,8,"Siddharth Nagar-Worli, Mumbai"
2023-03-12,159,91,59,8,10,"Siddharth Nagar-Worli, Mumbai"
2023-03-13,161,85,60,8,8,"Siddharth Nagar-Worli, Mumbai"
2023-03-14,154,61,49,8,6,"Siddharth Nagar-Worli, Mumbai"
2023-03-15,125,57,40,8,7,"Siddharth Nagar-Worli, Mumbai"
2023-03-16,118,67,41,8,7,"Siddharth Nagar-Worli, Mumbai"
2023-03-17,121,56,35,8,6,"Siddharth Nagar-Worli, Mumbai"
2023-03-18,111,39,27,8,5,"Siddharth Nagar-Worli, Mumbai"
2023-03-19,82,59,23,8,3,"Siddharth Nagar-Worli, Mumbai"
2023-03-20,94,27,22,3,4,"Siddharth Nagar-Worli, Mumbai"
2023-03-21,61,35,23,6,5,"Siddharth Nagar-Worli, Mumbai"
2023-03-22,78,36,23,6,5,"Siddharth Nagar-Worli, Mumbai"
2023-03-23,77,31,25,6,6,"Siddharth Nagar-Worli, Mumbai"
2023-03-24,70,41,41,6,5,"Siddharth Nagar-Worli, Mumbai"
2023-03-25,86,39,39,2,4,"Siddharth Nagar-Worli, Mumbai"
2023-03-26,81, , , , ,"Siddharth Nagar-Worli, Mumbai"
2023-03-27, ,60,43,2,12,"Siddharth Nagar-Worli, Mumbai"
2023-03-28,133,62,34,4,7,"Siddharth Nagar-Worli, Mumbai"
2023-03-29,130,37,27,4,7,"Siddharth Nagar-Worli, Mumbai"
2023-03-30,82,35,22,3,8,"Siddharth Nagar-Worli, Mumbai"
2023-03-31,80, , , , ,"Siddharth Nagar-Worli, Mumbai"
2023-04-02, ,7,27,5,10,"Siddharth Nagar-Worli, Mumbai"
2023-04-03,22,4,29,3,10,"Siddharth Nagar-Worli, Mumbai"
2023-04-04,13,21,21,4,11,"Siddharth Nagar-Worli, Mumbai"
2023-04-05,46,53,77,4,10,"Siddharth Nagar-Worli, Mumbai"
2023-04-06,111,67,53,6,10,"Siddharth Nagar-Worli, Mumbai"
2023-04-07,144,69,57,10,13,"Siddharth Nagar-Worli, Mumbai"
2023-04-08,145,85,52,12,15,"Siddharth Nagar-Worli, Mumbai"
2023-04-09,144,64,61,8,12,"Siddharth Nagar-Worli, Mumbai"
2023-04-10,136,46,48,3,12,"Siddharth Nagar-Worli, Mumbai"
2023-04-11,101,50,78,4,12,"Siddharth Nagar-Worli, Mumbai"
2023-04-12,109,51,65,2,13,"Siddharth Nagar-Worli, Mumbai"
2023-04-13,111,54,45,2,13,"Siddharth Nagar-Worli, Mumbai"
2023-04-14,100,50,23,5,13,"Siddharth Nagar-Worli, Mumbai"
2023-04-15,104,41,23,2,13,"Siddharth Nagar-Worli, Mumbai"
2023-04-16,87,40,25,3,13,"Siddharth Nagar-Worli, Mumbai"
2023-04-17,88,43,23,2,14,"Siddharth Nagar-Worli, Mumbai"
2023-04-18,71, , , , ,"Siddharth Nagar-Worli, Mumbai"
2023-04-19, ,37,35,2,16,"Siddharth Nagar-Worli, Mumbai"
2023-04-20,83,33,26,1,14,"Siddharth Nagar-Worli, Mumbai"
2023-04-21,76,35,20,1,14,"Siddharth Nagar-Worli, Mumbai"
2023-04-22,73,25,28,1,20,"Siddharth Nagar-Worli, Mumbai"
2023-04-23,61,47,36,7,30,"Siddharth Nagar-Worli, Mumbai"
2023-04-24,96,97,36,12, ,"Siddharth Nagar-Worli, Mumbai"
2023-04-25,166,97,35,12,11,"Siddharth Nagar-Worli, Mumbai"
2023-04-26,166,38,26,9,18,"Siddharth Nagar-Worli, Mumbai"
2023-04-27,78,31,18,4,13,"Siddharth Nagar-Worli, Mumbai"
2023-04-28,69,31,18,4,13,"Siddharth Nagar-Worli, Mumbai"
2023-04-29,72,20,21,4,13,"Siddharth Nagar-Worli, Mumbai"
2023-04-30,50,21,26,4,14,"Siddharth Nagar-Worli, Mumbai"
2023-05-01,54,25,23,4,13,"Siddharth Nagar-Worli, Mumbai"
2023-05-02,59,30,25,3,12,"Siddharth Nagar-Worli, Mumbai"
2023-05-03,69,33,21,5,13,"Siddharth Nagar-Worli, Mumbai"
2023-05-04,77,33,18,7,14,"Siddharth Nagar-Worli, Mumbai"
2023-05-05,75,34,19,7,14,"Siddharth Nagar-Worli, Mumbai"
2023-05-06,72,28,18,6,15,"Siddharth Nagar-Worli, Mumbai"
2023-05-07,65,37,17,4,15,"Siddharth Nagar-Worli, Mumbai"
2023-05-08,79,41,18,3,15,"Siddharth Nagar-Worli, Mumbai"
2023-05-09,88,59,19,3,16,"Siddharth Nagar-Worli, Mumbai"
2023-05-10,128,59,25,4,19,"Siddharth Nagar-Worli, Mumbai"
2023-05-11,128,53,21,3,19,"Siddharth Nagar-Worli, Mumbai"
2023-05-12,111,34,18,2,19,"Siddharth Nagar-Worli, Mumbai"
2023-05-13,77,12,15,2,20,"Siddharth Nagar-Worli, Mumbai"
2023-05-14,36, , , , ,"Siddharth Nagar-Worli, Mumbai"
2023-05-16, ,62,20,3,20,"Siddharth Nagar-Worli, Mumbai"
2023-05-17,174,37,19,2,19,"Siddharth Nagar-Worli, Mumbai"
2023-05-18,77,31,22,2,19,"Siddharth Nagar-Worli, Mumbai"
2023-05-19,70, , , , ,"Siddharth Nagar-Worli, Mumbai"
2023-05-21, ,44,25,2,20,"Siddharth Nagar-Worli, Mumbai"
2023-05-22,87,35,19,2,20,"Siddharth Nagar-Worli, Mumbai"
2023-05-23,70,36,15,2,20,"Siddharth Nagar-Worli, Mumbai"
2023-05-24,76,49,13,2,21,"Siddharth Nagar-Worli, Mumbai"
2023-05-25,75,30,14,3,22,"Siddharth Nagar-Worli, Mumbai"
2023-05-26,70,21,14,2,22,"Siddharth Nagar-Worli, Mumbai"
2023-05-27,55,18,18,1,22,"Siddharth Nagar-Worli, Mumbai"
2023-05-28,44,21,19,2,23,"Siddharth Nagar-Worli, Mumbai"
2023-05-29,51,19,27,2,23,"Siddharth Nagar-Worli, Mumbai"
2023-05-30,46,26,23,2,24,"Siddharth Nagar-Worli, Mumbai"
2023-05-31,62,29,18,2,25,"Siddharth Nagar-Worli, Mumbai"
2023-06-01,52,20,13,3,25,"Siddharth Nagar-Worli, Mumbai"
2023-06-02,50,10,16,2,26,"Siddharth Nagar-Worli, Mumbai"
2023-06-03,29,16,18,1,25,"Siddharth Nagar-Worli, Mumbai"
2023-06-04,41,19,13,2,26,"Siddharth Nagar-Worli, Mumbai"
2023-06-05,48,24,18,3,26,"Siddharth Nagar-Worli, Mumbai"
2023-06-06,60,26,13,2,26,"Siddharth Nagar-Worli, Mumbai"
2023-06-07,62,20,19,3,26,"Siddharth Nagar-Worli, Mumbai"
2023-06-08,50,13,20,2,27,"Siddharth Nagar-Worli, Mumbai"
2023-06-09,37,10,21,3,28,"Siddharth Nagar-Worli, Mumbai"
2023-06-10,29,8,24,3,27,"Siddharth Nagar-Worli, Mumbai"
2023-06-11,22,17,12,3,28,"Siddharth Nagar-Worli, Mumbai"
2023-06-12,46,25,29,2,6,"Siddharth Nagar-Worli, Mumbai"
2023-06-13,57, , , , ,"Siddharth Nagar-Worli, Mumbai"
2023-06-14, ,34,11,3,18,"Siddharth Nagar-Worli, Mumbai"
2023-06-15,77,39,14,3,14,"Siddharth Nagar-Worli, Mumbai"
2023-06-16,84,46,15,4,12,"Siddharth Nagar-Worli, Mumbai"
2023-06-17,71,28,15,7,12,"Siddharth Nagar-Worli, Mumbai"
2023-06-18,65,33,11,7,13,"Siddharth Nagar-Worli, Mumbai"
2023-06-19,72,39,11,7,13,"Siddharth Nagar-Worli, Mumbai"
2023-06-20,79,35,13,7,17,"Siddharth Nagar-Worli, Mumbai"
2023-06-21,74,32,11,7,16,"Siddharth Nagar-Worli, Mumbai"
2023-06-22,69,26,12,5,16,"Siddharth Nagar-Worli, Mumbai"
2023-06-23,60,21,15,4,16,"Siddharth Nagar-Worli, Mumbai"
2023-06-24,48,17,14,4,18,"Siddharth Nagar-Worli, Mumbai"
2023-06-25,39,29,18,3,15,"Siddharth Nagar-Worli, Mumbai"
2023-06-26,63,26,15,7,20,"Siddharth Nagar-Worli, Mumbai"
2023-06-27,61,28,20,3,16,"Siddharth Nagar-Worli, Mumbai"
2023-06-28,58, , , , ,"Siddharth Nagar-Worli, Mumbai"
2023-07-06, ,672,13,8,12,"Siddharth Nagar-Worli, Mumbai"
2023-07-07,538,837,33,5, ,"Siddharth Nagar-Worli, Mumbai"
2023-07-08,609, ,10,3, ,"Siddharth Nagar-Worli, Mumbai"
2023-07-12, ,837, , , ,"Siddharth Nagar-Worli, Mumbai"
2023-07-13,609,837,9,2, ,"Siddharth Nagar-Worli, Mumbai"
2023-07-14,609,837,8,3, ,"Siddharth Nagar-Worli, Mumbai"
2023-07-15,609,837,9,3, ,"Siddharth Nagar-Worli, Mumbai"
2023-07-16,609,837,8,3, ,"Siddharth Nagar-Worli, Mumbai"
2023-07-17,609,837,8,3, ,"Siddharth Nagar-Worli, Mumbai"
2023-07-18,609,837,8,3, ,"Siddharth Nagar-Worli, Mumbai"
2023-07-19,609, ,8,3, ,"Siddharth Nagar-Worli, Mumbai"
2023-07-20, , ,8,3, ,"Siddharth Nagar-Worli, Mumbai"
2023-07-21, , ,8,2, ,"Siddharth Nagar-Worli, Mumbai"
2023-07-22, , ,8,2, ,"Siddharth Nagar-Worli, Mumbai"
2023-07-23, , ,8,3, ,"Siddharth Nagar-Worli, Mumbai"
2023-07-24, , ,8,3, ,"Siddharth Nagar-Worli, Mumbai"
2023-07-25, , ,8,3, ,"Siddharth Nagar-Worli, Mumbai"
2023-08-24, ,20, , , ,"Siddharth Nagar-Worli, Mumbai"
2023-08-25,53,21,16,5,32,"Siddharth Nagar-Worli, Mumbai"
2023-08-26,53,21,16,5,26,"Siddharth Nagar-Worli, Mumbai"
2023-08-27,53,21,16,5,27,"Siddharth Nagar-Worli, Mumbai"
2023-08-28,53,21,16,5,27,"Siddharth Nagar-Worli, Mumbai"
2023-08-29,53, ,17,5,27,"Siddharth Nagar-Worli, Mumbai"
2023-08-30, ,21, , , ,"Siddharth Nagar-Worli, Mumbai"
2023-08-31,53,21,16,5,26,"Siddharth Nagar-Worli, Mumbai"
2023-09-01,54, ,16,5,26,"Siddharth Nagar-Worli, Mumbai"
2023-09-05, ,21, , , ,"Siddharth Nagar-Worli, Mumbai"
2023-09-06,53,21,16,5,26,"Siddharth Nagar-Worli, Mumbai"
2023-09-07,53,21,16,5,27,"Siddharth Nagar-Worli, Mumbai"
2023-09-08,53, ,16,5,27,"Siddharth Nagar-Worli, Mumbai"
2023-09-09, , ,16,5,27,"Siddharth Nagar-Worli, Mumbai"
2023-09-10, ,24,16,5,26,"Siddharth Nagar-Worli, Mumbai"
2023-09-11,66,17,17,5,19,"Siddharth Nagar-Worli, Mumbai"
2023-09-12,47,18,15,5,6,"Siddharth Nagar-Worli, Mumbai"
2023-09-13,53,24,16,12,8,"Siddharth Nagar-Worli, Mumbai"
2023-09-14,71,23,17,29,11,"Siddharth Nagar-Worli, Mumbai"
2023-09-15,70,25,17,25,13,"Siddharth Nagar-Worli, Mumbai"
2023-09-16,72,36,17,21,11,"Siddharth Nagar-Worli, Mumbai"
2023-09-17,90,37,18,18,13,"Siddharth Nagar-Worli, Mumbai"
2023-09-18,91,43,18,15,14,"Siddharth Nagar-Worli, Mumbai"
2023-09-19,105,33,16,13,15,"Siddharth Nagar-Worli, Mumbai"
2023-09-20,83,18,15,11,16,"Siddharth Nagar-Worli, Mumbai"
2023-09-21,51,14,20,10,17,"Siddharth Nagar-Worli, Mumbai"
2023-09-22,47,17,7,9,19,"Siddharth Nagar-Worli, Mumbai"
2023-09-23,57,14,14,9,20,"Siddharth Nagar-Worli, Mumbai"
2023-09-24,48,18,17,8,21,"Siddharth Nagar-Worli, Mumbai"
2023-09-25,58,32,16,8,20,"Siddharth Nagar-Worli, Mumbai"
2023-09-26,88,38,17,5,20,"Siddharth Nagar-Worli, Mumbai"
2023-09-27,97,45,25, ,23,"Siddharth Nagar-Worli, Mumbai"
2023-09-28,118,57,22, ,25,"Siddharth Nagar-Worli, Mumbai"
2023-09-29,135,36,39,3,25,"Siddharth Nagar-Worli, Mumbai"
2023-09-30,94,48,34,13,24,"Siddharth Nagar-Worli, Mumbai"
2023-10-01,120,2,31,13,24,"Siddharth Nagar-Worli, Mumbai"
2023-10-02,9,11,32,13,21,"Siddharth Nagar-Worli, Mumbai"
2023-10-03,30,41,30,13,21,"Siddharth Nagar-Worli, Mumbai"
2023-10-04,105,39,23,13,22,"Siddharth Nagar-Worli, Mumbai"
2023-10-05,99,37,10,1,22,"Siddharth Nagar-Worli, Mumbai"
2023-10-06,96,44,8, ,24,"Siddharth Nagar-Worli, Mumbai"
2023-10-07,106,52,11, ,23,"Siddharth Nagar-Worli, Mumbai"
2023-10-08,114,57,11,2,25,"Siddharth Nagar-Worli, Mumbai"
2023-10-09,138,31,11,5,24,"Siddharth Nagar-Worli, Mumbai"
2023-10-10,80,22,7,5,26,"Siddharth Nagar-Worli, Mumbai"
2023-10-11,62,45,19,5,28,"Siddharth Nagar-Worli, Mumbai"
2023-10-12,95,54,16,5,30,"Siddharth Nagar-Worli, Mumbai"
2023-10-13,127,75,31,5,16,"Siddharth Nagar-Worli, Mumbai"
2023-10-14,153,56,20,6,2,"Siddharth Nagar-Worli, Mumbai"
2023-10-15,135,71,18,5,68,"Siddharth Nagar-Worli, Mumbai"
2023-10-16,159,76,12,5,52,"Siddharth Nagar-Worli, Mumbai"
2023-10-17,159,75,13,5,10,"Siddharth Nagar-Worli, Mumbai"
2023-10-18,150,65,18,5,8,"Siddharth Nagar-Worli, Mumbai"
2023-10-19,150,74,30,6,9,"Siddharth Nagar-Worli, Mumbai"
2023-10-20,158,61,18,12,8,"Siddharth Nagar-Worli, Mumbai"
2023-10-21,105,78,30,12,8,"Siddharth Nagar-Worli, Mumbai"
2023-10-22,140,68,16,12,8,"Siddharth Nagar-Worli, Mumbai"
2023-10-23,120,81,24,12,7,"Siddharth Nagar-Worli, Mumbai"
2023-10-24,139,69,23,15,7,"Siddharth Nagar-Worli, Mumbai"
2023-10-25,122,64,12,32,5,"Siddharth Nagar-Worli, Mumbai"
2023-10-26,111,64,27,29,2,"Siddharth Nagar-Worli, Mumbai"
2023-10-27,112,72,53,25,3,"Siddharth Nagar-Worli, Mumbai"
2023-10-28,128,65,56,35,2,"Siddharth Nagar-Worli, Mumbai"
2023-10-29,114,69,60,30,3,"Siddharth Nagar-Worli, Mumbai"
2023-10-30,122,77,50,25,5,"Siddharth Nagar-Worli, Mumbai"
2023-10-31,137,76,61,24,15,"Siddharth Nagar-Worli, Mumbai"
2023-11-01,177,62,52,19,16,"Siddharth Nagar-Worli, Mumbai"
2023-11-02,117,63,37,21,17,"Siddharth Nagar-Worli, Mumbai"
2023-11-03,113,66,32,27,17,"Siddharth Nagar-Worli, Mumbai"
2023-11-04,120,65,46,12,18,"Siddharth Nagar-Worli, Mumbai"
2023-11-05,118,66,45,12,17,"Siddharth Nagar-Worli, Mumbai"
2023-11-06,119,65,54,16,17,"Siddharth Nagar-Worli, Mumbai"
2023-11-07,118,50,27,14,18,"Siddharth Nagar-Worli, Mumbai"
2023-11-08,91,52,53,19,20,"Siddharth Nagar-Worli, Mumbai"
2023-11-09,90,46,36,13,19,"Siddharth Nagar-Worli, Mumbai"
2023-11-10,80,44,5,12,19,"Siddharth Nagar-Worli, Mumbai"
2023-11-11,76, , , , ,"Siddharth Nagar-Worli, Mumbai"
2023-11-18, ,68,20,12,16,"Siddharth Nagar-Worli, Mumbai"
2023-11-19,137,52,7,22,15,"Siddharth Nagar-Worli, Mumbai"
2023-11-20,90, , , , ,"Siddharth Nagar-Worli, Mumbai"
2023-11-21, ,63,22,12,15,"Siddharth Nagar-Worli, Mumbai"
2023-11-22,98,69,47,4,15,"Siddharth Nagar-Worli, Mumbai"
2023-11-23,146,85, ,7,16,"Siddharth Nagar-Worli, Mumbai"
2023-11-24,159,44,21,12,17,"Siddharth Nagar-Worli, Mumbai"
2023-11-25,76,46,19,11,17,"Siddharth Nagar-Worli, Mumbai"
2023-11-26,73, , , , ,"Siddharth Nagar-Worli, Mumbai"
2023-11-29, ,40,23,12,14,"Siddharth Nagar-Worli, Mumbai"
2023-11-30,82,72,48,4,16,"Siddharth Nagar-Worli, Mumbai"
2023-12-01,137,64,56,4,17,"Siddharth Nagar-Worli, Mumbai"
2023-12-02,132,67,67,4,20,"Siddharth Nagar-Worli, Mumbai"
2023-12-03,69,70,43,12,20,"Siddharth Nagar-Worli, Mumbai"
2023-12-04,64,69,22,5,18,"Siddharth Nagar-Worli, Mumbai"
2023-12-05,132, , , , ,"Siddharth Nagar-Worli, Mumbai"
2023-12-08, ,56,43,12,19,"Siddharth Nagar-Worli, Mumbai"
2023-12-09,113,57,22,13,16,"Siddharth Nagar-Worli, Mumbai"
2023-12-10,116,57,19,4,18,"Siddharth Nagar-Worli, Mumbai"
2023-12-11,111,51,22,13,15,"Siddharth Nagar-Worli, Mumbai"
2023-12-12,45, , , , ,"Siddharth Nagar-Worli, Mumbai"
2023-12-13, ,58,64,11,14,"Siddharth Nagar-Worli, Mumbai"
2023-12-14,47, , , , ,"Siddharth Nagar-Worli, Mumbai"
2023-12-18, ,67,11,5,20,"Siddharth Nagar-Worli, Mumbai"
2023-12-19,136,55,9,13,14,"Siddharth Nagar-Worli, Mumbai"
2023-12-20,85,72,30,5,16,"Siddharth Nagar-Worli, Mumbai"
2023-12-21,142,91,20,13,17,"Siddharth Nagar-Worli, Mumbai"
2023-12-22,129,87,52,13,20,"Siddharth Nagar-Worli, Mumbai"
2023-12-23,158,76,60,5,19,"Siddharth Nagar-Worli, Mumbai"
2023-12-24,150,72,30,5,16,"Siddharth Nagar-Worli, Mumbai"
2023-12-25,150,93,95,20,20,"Siddharth Nagar-Worli, Mumbai"
2023-12-26,164,84,36,15,17,"Siddharth Nagar-Worli, Mumbai"
2023-12-27,101,98,13,11,17,"Siddharth Nagar-Worli, Mumbai"
2023-12-28,119,90,26,6,18,"Siddharth Nagar-Worli, Mumbai"
2023-12-29,162,113,11,29,21,"Siddharth Nagar-Worli, Mumbai"
2023-12-30,70,56,79,5,17,"Siddharth Nagar-Worli, Mumbai"
2023-12-31,105,50,80,16,20,"Siddharth Nagar-Worli, Mumbai"
2024-01-01,53,52,61,13,14,"Siddharth Nagar-Worli, Mumbai"
2024-01-02,47,81,64, ,6,"Siddharth Nagar-Worli, Mumbai"
2024-01-03,142,85,2, ,9,"Siddharth Nagar-Worli, Mumbai"
2024-01-04,156, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-01-08, ,73,58,56,8,"Siddharth Nagar-Worli, Mumbai"
2024-01-09,144,77,40,61,5,"Siddharth Nagar-Worli, Mumbai"
2024-01-10,134,130,12,62,5,"Siddharth Nagar-Worli, Mumbai"
2024-01-11,179,110,63,57,8,"Siddharth Nagar-Worli, Mumbai"
2024-01-12,158, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-01-14, ,50,34,27,2,"Siddharth Nagar-Worli, Mumbai"
2024-01-15,107,71,50,26,1,"Siddharth Nagar-Worli, Mumbai"
2024-01-16,107,85,43,28,1,"Siddharth Nagar-Worli, Mumbai"
2024-01-17,154,89,24,13,1,"Siddharth Nagar-Worli, Mumbai"
2024-01-18,150,108,33,14,2,"Siddharth Nagar-Worli, Mumbai"
2024-01-19,167,120,20,30,5,"Siddharth Nagar-Worli, Mumbai"
2024-01-20,172, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-01-21, ,104,77,22,2,"Siddharth Nagar-Worli, Mumbai"
2024-01-22,165,97,24,13,1,"Siddharth Nagar-Worli, Mumbai"
2024-01-23,156,98,51,32,2,"Siddharth Nagar-Worli, Mumbai"
2024-01-24,162,95,63,31,1,"Siddharth Nagar-Worli, Mumbai"
2024-01-25,143,109,80,34,5,"Siddharth Nagar-Worli, Mumbai"
2024-01-26,159,101,39,28,3,"Siddharth Nagar-Worli, Mumbai"
2024-01-27,156, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-01-28, ,130,5,68,3,"Siddharth Nagar-Worli, Mumbai"
2024-01-29,177,117,19, ,2,"Siddharth Nagar-Worli, Mumbai"
2024-01-30,157, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-02-01, ,70, ,27,1,"Siddharth Nagar-Worli, Mumbai"
2024-02-02,140,103,18,9,6,"Siddharth Nagar-Worli, Mumbai"
2024-02-03,165,138,35,16,14,"Siddharth Nagar-Worli, Mumbai"
2024-02-04,180,117,30,23,12,"Siddharth Nagar-Worli, Mumbai"
2024-02-05,171,109,36,16,11,"Siddharth Nagar-Worli, Mumbai"
2024-02-06,166,99,55,14,5,"Siddharth Nagar-Worli, Mumbai"
2024-02-07,143,109,40,30, ,"Siddharth Nagar-Worli, Mumbai"
2024-02-08,149,108,38,14,1,"Siddharth Nagar-Worli, Mumbai"
2024-02-09,166,101,24,19,5,"Siddharth Nagar-Worli, Mumbai"
2024-02-10,163,102,25,11,5,"Siddharth Nagar-Worli, Mumbai"
2024-02-11,163,117,45,21,5,"Siddharth Nagar-Worli, Mumbai"
2024-02-12,158,107,40,12,5,"Siddharth Nagar-Worli, Mumbai"
2024-02-13,162, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-02-14, ,132,79,25,6,"Siddharth Nagar-Worli, Mumbai"
2024-02-15,178,168,47,32,10,"Siddharth Nagar-Worli, Mumbai"
2024-02-16,179,188,119,42,12,"Siddharth Nagar-Worli, Mumbai"
2024-02-17,187,91,18,7,5,"Siddharth Nagar-Worli, Mumbai"
2024-02-18,156,97,30,28,8,"Siddharth Nagar-Worli, Mumbai"
2024-02-19,152, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-02-20, ,4,9,11, ,"Siddharth Nagar-Worli, Mumbai"
2024-02-21,44,63,22,8,6,"Siddharth Nagar-Worli, Mumbai"
2024-02-22,128,77,14,19,7,"Siddharth Nagar-Worli, Mumbai"
2024-02-23,92,90, ,22,6,"Siddharth Nagar-Worli, Mumbai"
2024-02-24,158,103, ,29,3,"Siddharth Nagar-Worli, Mumbai"
2024-02-25,125,139,98,43,8,"Siddharth Nagar-Worli, Mumbai"
2024-02-26,160,154,44,90,8,"Siddharth Nagar-Worli, Mumbai"
2024-02-27,189,125,32,25,12,"Siddharth Nagar-Worli, Mumbai"
2024-02-28,161,140,24,43,7,"Siddharth Nagar-Worli, Mumbai"
2024-02-29,183,120,34,35,9,"Siddharth Nagar-Worli, Mumbai"
2024-03-01,172,57,8,5,9,"Siddharth Nagar-Worli, Mumbai"
2024-03-02,116,51,14,12,7,"Siddharth Nagar-Worli, Mumbai"
2024-03-03,91,60,32,19,6,"Siddharth Nagar-Worli, Mumbai"
2024-03-04,81,100,62,34,8,"Siddharth Nagar-Worli, Mumbai"
2024-03-05,128,91,62,24,7,"Siddharth Nagar-Worli, Mumbai"
2024-03-06,190,68,49,4,5,"Siddharth Nagar-Worli, Mumbai"
2024-03-07,68,97,22,22,2,"Siddharth Nagar-Worli, Mumbai"
2024-03-08,141,102,45,24,1,"Siddharth Nagar-Worli, Mumbai"
2024-03-09,206,74,35,13,1,"Siddharth Nagar-Worli, Mumbai"
2024-03-10,180,72,16,9,1,"Siddharth Nagar-Worli, Mumbai"
2024-03-11,169,79,17,3,1,"Siddharth Nagar-Worli, Mumbai"
2024-03-12,194, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-03-18, ,93,19,3,3,"Siddharth Nagar-Worli, Mumbai"
2024-03-19,235,94,55,22,3,"Siddharth Nagar-Worli, Mumbai"
