date, pm25, pm10, o3, no2, co,location
2024-03-20,199,115,27,14,3,"Siddharth Nagar-Worli, Mumbai"
2024-03-21,228,95,36,13,6,"Siddharth Nagar-Worli, Mumbai"
2024-03-22,147,77,28,5,4,"Siddharth Nagar-Worli, Mumbai"
2024-03-23,140, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-03-29, ,89,31,6,4,"Siddharth Nagar-Worli, Mumbai"
2024-03-30,104,72,35,6,4,"Siddharth Nagar-Worli, Mumbai"
2024-03-31,172,93,37,22,3,"Siddharth Nagar-Worli, Mumbai"
2024-04-01,178, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-04-02, ,105,30,13,6,"Siddharth Nagar-Worli, Mumbai"
2024-04-03,244,62,14,9,3,"Siddharth Nagar-Worli, Mumbai"
2024-04-04,170,91,41,8,6,"Siddharth Nagar-Worli, Mumbai"
2024-04-05,107, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-04-09, ,55,35,2,8,"Siddharth Nagar-Worli, Mumbai"
2024-04-10,160,71,17,11,6,"Siddharth Nagar-Worli, Mumbai"
2024-04-11,88, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-04-12, ,54,23,10,2,"Siddharth Nagar-Worli, Mumbai"
2024-04-13,154,56,14,10,3,"Siddharth Nagar-Worli, Mumbai"
2024-04-14,152,52,10,6,7,"Siddharth Nagar-Worli, Mumbai"
2024-04-15,91, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-04-24, ,65,13,8,5,"Siddharth Nagar-Worli, Mumbai"
2024-04-25,77, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-04-26, ,74,58,9,9,"Siddharth Nagar-Worli, Mumbai"
2024-04-27,172,94,61,9,9,"Siddharth Nagar-Worli, Mumbai"
2024-04-28,201,91,41,9,5,"Siddharth Nagar-Worli, Mumbai"
2024-04-29,101,96,51,10,7,"Siddharth Nagar-Worli, Mumbai"
2024-04-30,104,85,34,7,5,"Siddharth Nagar-Worli, Mumbai"
2024-05-01,85,90,32,2,5,"Siddharth Nagar-Worli, Mumbai"
2024-05-02,154,90,28,34,4,"Siddharth Nagar-Worli, Mumbai"
2024-05-03,155,66,11,6,9,"Siddharth Nagar-Worli, Mumbai"
2024-05-04,120,57,17,5,14,"Siddharth Nagar-Worli, Mumbai"
2024-05-05,103,56,17,4,13,"Siddharth Nagar-Worli, Mumbai"
2024-05-06,97,61,12,2,11,"Siddharth Nagar-Worli, Mumbai"
2024-05-07,67,54,24,1,13,"Siddharth Nagar-Worli, Mumbai"
2024-05-08,95,47,25,1,14,"Siddharth Nagar-Worli, Mumbai"
2024-05-09,79,49,12,1,11,"Siddharth Nagar-Worli, Mumbai"
2024-05-10,80,51,12,5,11,"Siddharth Nagar-Worli, Mumbai"
2024-05-11,75, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-05-12, ,90,23,14,14,"Siddharth Nagar-Worli, Mumbai"
2024-05-13,162,73,84,21,16,"Siddharth Nagar-Worli, Mumbai"
2024-05-14,136,66,8,28,14,"Siddharth Nagar-Worli, Mumbai"
2024-05-15,86, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-05-16, ,67,27,7,11,"Siddharth Nagar-Worli, Mumbai"
2024-05-17,117,66,13,5,8,"Siddharth Nagar-Worli, Mumbai"
2024-05-18,116,77,26,12,10,"Siddharth Nagar-Worli, Mumbai"
2024-05-19,93,59,10,12,9,"Siddharth Nagar-Worli, Mumbai"
2024-05-20,73,55,12,10,11,"Siddharth Nagar-Worli, Mumbai"
2024-05-21,89,70,18,12,8,"Siddharth Nagar-Worli, Mumbai"
2024-05-22,70,65,19,18,11,"Siddharth Nagar-Worli, Mumbai"
2024-05-23,119,62,10,12,11,"Siddharth Nagar-Worli, Mumbai"
2024-05-24,76,56,8,11,9,"Siddharth Nagar-Worli, Mumbai"
2024-05-25,98,57,19,10,12,"Siddharth Nagar-Worli, Mumbai"
2024-05-26,73,66,15,10,10,"Siddharth Nagar-Worli, Mumbai"
2024-05-27,80,57,8,11,10,"Siddharth Nagar-Worli, Mumbai"
2024-05-28,65,73,8,4,8,"Siddharth Nagar-Worli, Mumbai"
2024-05-29,128,72,15,11,8,"Siddharth Nagar-Worli, Mumbai"
2024-05-30,80,60,14,11,9,"Siddharth Nagar-Worli, Mumbai"
2024-05-31,67,48,8,4,2,"Siddharth Nagar-Worli, Mumbai"
2024-06-01,83,41,10,4,3,"Siddharth Nagar-Worli, Mumbai"
2024-06-02,77,66,9,11,3,"Siddharth Nagar-Worli, Mumbai"
2024-06-03,117,64,19,14,8,"Siddharth Nagar-Worli, Mumbai"
2024-06-04,139,58,5,16,12,"Siddharth Nagar-Worli, Mumbai"
2024-06-05,54,53,5,6,11,"Siddharth Nagar-Worli, Mumbai"
2024-06-06,41,48,16,7,13,"Siddharth Nagar-Worli, Mumbai"
2024-06-07,21,42,8,15,9,"Siddharth Nagar-Worli, Mumbai"
2024-06-08,42,36,8,16,10,"Siddharth Nagar-Worli, Mumbai"
2024-06-09,23, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-06-10, ,29,13,3,11,"Siddharth Nagar-Worli, Mumbai"
2024-06-11,16,37,7,9,8,"Siddharth Nagar-Worli, Mumbai"
2024-06-12,18, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-06-13, ,34,5,4,8,"Siddharth Nagar-Worli, Mumbai"
2024-06-14,34,28,12,43,9,"Siddharth Nagar-Worli, Mumbai"
2024-06-15,21,33,9,29,8,"Siddharth Nagar-Worli, Mumbai"
2024-06-16,24,40,5,4,7,"Siddharth Nagar-Worli, Mumbai"
2024-06-17,17,42,6,17,9,"Siddharth Nagar-Worli, Mumbai"
2024-06-18,37,36,12,8,8,"Siddharth Nagar-Worli, Mumbai"
2024-06-19,20,50,6,6,9,"Siddharth Nagar-Worli, Mumbai"
2024-06-20,11,54,5,2,10,"Siddharth Nagar-Worli, Mumbai"
2024-06-21,26,48,7,9,11,"Siddharth Nagar-Worli, Mumbai"
2024-06-22,28,51,8,8,8,"Siddharth Nagar-Worli, Mumbai"
2024-06-23,41,28,17,2,9,"Siddharth Nagar-Worli, Mumbai"
2024-06-24,20,31,6,9,9,"Siddharth Nagar-Worli, Mumbai"
2024-06-25,30,31,16,4,9,"Siddharth Nagar-Worli, Mumbai"
2024-06-26,22,39,15,5,9,"Siddharth Nagar-Worli, Mumbai"
2024-06-27,13,54,15,4,9,"Siddharth Nagar-Worli, Mumbai"
2024-06-28,23,64,9,5,10,"Siddharth Nagar-Worli, Mumbai"
2024-06-29,22,58,5,4,10,"Siddharth Nagar-Worli, Mumbai"
2024-06-30,27,66,9,1,8,"Siddharth Nagar-Worli, Mumbai"
2024-07-01,17, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-07-02, ,67,4, ,6,"Siddharth Nagar-Worli, Mumbai"
2024-07-03,53,44,4, ,7,"Siddharth Nagar-Worli, Mumbai"
2024-07-04,61,2,10, ,10,"Siddharth Nagar-Worli, Mumbai"
2024-07-05,67,37,12,2,8,"Siddharth Nagar-Worli, Mumbai"
2024-07-06,52,50,12,3,9,"Siddharth Nagar-Worli, Mumbai"
2024-07-07,69,39,9,14,7,"Siddharth Nagar-Worli, Mumbai"
2024-07-08,63,18,3,7,8,"Siddharth Nagar-Worli, Mumbai"
2024-07-09,12, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-07-10, ,22,3,5,6,"Siddharth Nagar-Worli, Mumbai"
2024-07-11,7,32,8,4,7,"Siddharth Nagar-Worli, Mumbai"
2024-07-12,6, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-08-09, ,7,1, , ,"Siddharth Nagar-Worli, Mumbai"
2024-08-10,3, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-08-11, ,13,3,1,1,"Siddharth Nagar-Worli, Mumbai"
2024-08-12,7, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-08-13, ,17, , ,2,"Siddharth Nagar-Worli, Mumbai"
2024-08-14,8, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-08-17, ,9, , ,1,"Siddharth Nagar-Worli, Mumbai"
2024-08-18,12, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-09-22, ,6,4,1,1,"Siddharth Nagar-Worli, Mumbai"
2024-09-23,27, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-09-24, ,23,25,4,4,"Siddharth Nagar-Worli, Mumbai"
2024-09-25,64,6,13,3, ,"Siddharth Nagar-Worli, Mumbai"
2024-09-26,48,9,11,3, ,"Siddharth Nagar-Worli, Mumbai"
2024-09-27,34,9,22,5,5,"Siddharth Nagar-Worli, Mumbai"
2024-09-28,27,6,21,8, ,"Siddharth Nagar-Worli, Mumbai"
2024-09-29,31,23,16,9,6,"Siddharth Nagar-Worli, Mumbai"
2024-09-30,58,39,18,8, ,"Siddharth Nagar-Worli, Mumbai"
2024-10-01,85,59,32,9, ,"Siddharth Nagar-Worli, Mumbai"
2024-10-02,140,28,23,4,6,"Siddharth Nagar-Worli, Mumbai"
2024-10-03,76,19,16,5, ,"Siddharth Nagar-Worli, Mumbai"
2024-10-04,38,26,13,12, ,"Siddharth Nagar-Worli, Mumbai"
2024-10-05,56,37,44,10,6,"Siddharth Nagar-Worli, Mumbai"
2024-10-06,69,60,33,18, ,"Siddharth Nagar-Worli, Mumbai"
2024-10-07,136,79,34,19,7,"Siddharth Nagar-Worli, Mumbai"
2024-10-08,156, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-10-14, ,46,42,17,8,"Siddharth Nagar-Worli, Mumbai"
2024-10-15,90,57,22,21,8,"Siddharth Nagar-Worli, Mumbai"
2024-10-16,110,55,19,15, ,"Siddharth Nagar-Worli, Mumbai"
2024-10-17,126,50,16,12, ,"Siddharth Nagar-Worli, Mumbai"
2024-10-18,120,19,99,17,1,"Siddharth Nagar-Worli, Mumbai"
2024-10-19,46,30,26,15,6,"Siddharth Nagar-Worli, Mumbai"
2024-10-20,68,25,6,18,7,"Siddharth Nagar-Worli, Mumbai"
2024-10-21,64,37,20,119, ,"Siddharth Nagar-Worli, Mumbai"
2024-10-22,86,48,55,93, ,"Siddharth Nagar-Worli, Mumbai"
2024-10-23,109,77,69,19,11,"Siddharth Nagar-Worli, Mumbai"
2024-10-24,159,85,35,20,11,"Siddharth Nagar-Worli, Mumbai"
2024-10-25,164,88,79,20, ,"Siddharth Nagar-Worli, Mumbai"
2024-10-26,160,92,34,18, ,"Siddharth Nagar-Worli, Mumbai"
2024-10-27,158,82,24,15, ,"Siddharth Nagar-Worli, Mumbai"
2024-10-28,140,65,17,11, ,"Siddharth Nagar-Worli, Mumbai"
2024-10-29,100,82,46,18,12,"Siddharth Nagar-Worli, Mumbai"
2024-10-30,124,99,56,20, ,"Siddharth Nagar-Worli, Mumbai"
2024-10-31,151,95,21,15, ,"Siddharth Nagar-Worli, Mumbai"
2024-11-01,139,96,26,17,10,"Siddharth Nagar-Worli, Mumbai"
2024-11-02,140,86,65,18,7,"Siddharth Nagar-Worli, Mumbai"
2024-11-03,138,112,63,20,8,"Siddharth Nagar-Worli, Mumbai"
2024-11-04,144,88,79,19, ,"Siddharth Nagar-Worli, Mumbai"
2024-11-05,136,83,65,24,8,"Siddharth Nagar-Worli, Mumbai"
2024-11-06,117,87,77,18,7,"Siddharth Nagar-Worli, Mumbai"
2024-11-07,157,88,59,20, ,"Siddharth Nagar-Worli, Mumbai"
2024-11-08,164,90,22,22,7,"Siddharth Nagar-Worli, Mumbai"
2024-11-09,164,94,45,25,5,"Siddharth Nagar-Worli, Mumbai"
2024-11-10,164,87,16,27,4,"Siddharth Nagar-Worli, Mumbai"
2024-11-11,167,75,16,20,1,"Siddharth Nagar-Worli, Mumbai"
2024-11-12,161,87,31,22, ,"Siddharth Nagar-Worli, Mumbai"
2024-11-13,164,82,78,43, ,"Siddharth Nagar-Worli, Mumbai"
2024-11-14,157,88,46,28, ,"Siddharth Nagar-Worli, Mumbai"
2024-11-15,164,99,33,25,10,"Siddharth Nagar-Worli, Mumbai"
2024-11-16,174,93,28,18, ,"Siddharth Nagar-Worli, Mumbai"
2024-11-17,183,79,55,21,7,"Siddharth Nagar-Worli, Mumbai"
2024-11-18,155,72,32,22, ,"Siddharth Nagar-Worli, Mumbai"
2024-11-19,147,76,96,16,4,"Siddharth Nagar-Worli, Mumbai"
2024-11-20,155,95,25,31, ,"Siddharth Nagar-Worli, Mumbai"
2024-11-21,154,79,77,15,2,"Siddharth Nagar-Worli, Mumbai"
2024-11-22,166,96,83,27, ,"Siddharth Nagar-Worli, Mumbai"
2024-11-23,172,106,97,23, ,"Siddharth Nagar-Worli, Mumbai"
2024-11-24,176,92,63,22, ,"Siddharth Nagar-Worli, Mumbai"
2024-11-25,161,81,30,23,4,"Siddharth Nagar-Worli, Mumbai"
2024-11-26,157,73,60,25, ,"Siddharth Nagar-Worli, Mumbai"
2024-11-27,152,71,46,26,2,"Siddharth Nagar-Worli, Mumbai"
2024-11-28,150,67,25,23, ,"Siddharth Nagar-Worli, Mumbai"
2024-11-29,133,76,66,20,2,"Siddharth Nagar-Worli, Mumbai"
2024-11-30,155,141,28,20, ,"Siddharth Nagar-Worli, Mumbai"
2024-12-01,165,86,73,19,10,"Siddharth Nagar-Worli, Mumbai"
2024-12-02,172,74,22,14,2,"Siddharth Nagar-Worli, Mumbai"
2024-12-03,159,68,54,19, ,"Siddharth Nagar-Worli, Mumbai"
2024-12-04,156,75,57,22, ,"Siddharth Nagar-Worli, Mumbai"
2024-12-05,162,75,61,19, ,"Siddharth Nagar-Worli, Mumbai"
2024-12-06,161,62,29,14, ,"Siddharth Nagar-Worli, Mumbai"
2024-12-07,134,58,27,15,1,"Siddharth Nagar-Worli, Mumbai"
2024-12-08,106,60,46,21, ,"Siddharth Nagar-Worli, Mumbai"
2024-12-09,107,66,28,20, ,"Siddharth Nagar-Worli, Mumbai"
2024-12-10,112,75,30,22, ,"Siddharth Nagar-Worli, Mumbai"
2024-12-11,151,72,49,22, ,"Siddharth Nagar-Worli, Mumbai"
2024-12-12,152,69,47,20,4,"Siddharth Nagar-Worli, Mumbai"
2024-12-13,144,70,60,24,3,"Siddharth Nagar-Worli, Mumbai"
2024-12-14,141,68,64,21,4,"Siddharth Nagar-Worli, Mumbai"
2024-12-15,141,76,76,31, ,"Siddharth Nagar-Worli, Mumbai"
2024-12-16,152,87,78,47, ,"Siddharth Nagar-Worli, Mumbai"
2024-12-17,159,89,45,33,5,"Siddharth Nagar-Worli, Mumbai"
2024-12-18,163,103,81,37,6,"Siddharth Nagar-Worli, Mumbai"
2024-12-19,174,53,11,7, ,"Siddharth Nagar-Worli, Mumbai"
2024-12-20,129, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-12-22, ,79,37,10, ,"Siddharth Nagar-Worli, Mumbai"
2024-12-23,163,83,57,11, ,"Siddharth Nagar-Worli, Mumbai"
2024-12-24,164,95,54,13, ,"Siddharth Nagar-Worli, Mumbai"
2024-12-25,175,147,49,10, ,"Siddharth Nagar-Worli, Mumbai"
2024-12-26,174,82,38,15, ,"Siddharth Nagar-Worli, Mumbai"
2024-12-27,164,96,48,9, ,"Siddharth Nagar-Worli, Mumbai"
2024-12-28,180,91,24,12, ,"Siddharth Nagar-Worli, Mumbai"
2024-12-29,176, , , , ,"Siddharth Nagar-Worli, Mumbai"
2024-12-31, ,39,29,7,5,"Siddharth Nagar-Worli, Mumbai"
2025-01-01,110,53,29,13,8,"Siddharth Nagar-Worli, Mumbai"
2025-01-02,123,68,54,23,6,"Siddharth Nagar-Worli, Mumbai"
2025-01-03,138,68,32,30,10,"Siddharth Nagar-Worli, Mumbai"
2025-01-04,140,86,32,33,10,"Siddharth Nagar-Worli, Mumbai"
2025-01-05,159,65,52,15,4,"Siddharth Nagar-Worli, Mumbai"
2025-01-06,140,77,24,13,5,"Siddharth Nagar-Worli, Mumbai"
2025-01-07,157,74,25,18, ,"Siddharth Nagar-Worli, Mumbai"
2025-01-08,156,75,57,16,8,"Siddharth Nagar-Worli, Mumbai"
2025-01-09,150,52,22,25, ,"Siddharth Nagar-Worli, Mumbai"
2025-01-10,154,51,24,10,6,"Siddharth Nagar-Worli, Mumbai"
2025-01-11,155,51,32,12, ,"Siddharth Nagar-Worli, Mumbai"
2025-01-12,148,65,43,15, ,"Siddharth Nagar-Worli, Mumbai"
2025-01-13,183,108,27,20, ,"Siddharth Nagar-Worli, Mumbai"
2025-01-14,177,110,45,24, ,"Siddharth Nagar-Worli, Mumbai"
2025-01-15,180,105,50,16,7,"Siddharth Nagar-Worli, Mumbai"
2025-01-16,177,108,44,42,10,"Siddharth Nagar-Worli, Mumbai"
2025-01-17,175,102,49,29,1,"Siddharth Nagar-Worli, Mumbai"
2025-01-18,165,109,32,18, ,"Siddharth Nagar-Worli, Mumbai"
2025-01-19,173,110,59,25, ,"Siddharth Nagar-Worli, Mumbai"
2025-01-20,173,111,59,25, ,"Siddharth Nagar-Worli, Mumbai"
2025-01-21,172,119,66,25,11,"Siddharth Nagar-Worli, Mumbai"
2025-01-22,183,93,57,12,6,"Siddharth Nagar-Worli, Mumbai"
2025-01-23,157,102,54,21,7,"Siddharth Nagar-Worli, Mumbai"
2025-01-24,161,120,66,27, ,"Siddharth Nagar-Worli, Mumbai"
2025-01-25,178,121,75,20,12,"Siddharth Nagar-Worli, Mumbai"
2025-01-26,182,107,70,16, ,"Siddharth Nagar-Worli, Mumbai"
2025-01-27,175,91,31,16,10,"Siddharth Nagar-Worli, Mumbai"
2025-01-28,158,77,49,15, ,"Siddharth Nagar-Worli, Mumbai"
2025-01-29,137,105,71,17,9,"Siddharth Nagar-Worli, Mumbai"
2025-01-30,172,67,32,11,6,"Siddharth Nagar-Worli, Mumbai"
2025-01-31,86,64,22,12,1,"Siddharth Nagar-Worli, Mumbai"
2025-02-01,93, , , , ,"Siddharth Nagar-Worli, Mumbai"
2025-02-02, ,84,43,9,1,"Siddharth Nagar-Worli, Mumbai"
2025-02-03,113,77,49,15,2,"Siddharth Nagar-Worli, Mumbai"
2025-02-04,118,87,30,14, ,"Siddharth Nagar-Worli, Mumbai"
2025-02-05,123,90,28,20,7,"Siddharth Nagar-Worli, Mumbai"
2025-02-06,148,109,56,27, ,"Siddharth Nagar-Worli, Mumbai"
2025-02-07,166,137,34,41,11,"Siddharth Nagar-Worli, Mumbai"
2025-02-08,182,99,68,23, ,"Siddharth Nagar-Worli, Mumbai"
2025-02-09,171,43,54,24, ,"Siddharth Nagar-Worli, Mumbai"
2025-02-10,139,82,64,12,3,"Siddharth Nagar-Worli, Mumbai"
2025-02-11,160,76,53,14,4,"Siddharth Nagar-Worli, Mumbai"
2025-02-12,148,98,29,27,9,"Siddharth Nagar-Worli, Mumbai"
2025-02-13,154,91,16,27,1,"Siddharth Nagar-Worli, Mumbai"
2025-02-14,158,86,25,1,8,"Siddharth Nagar-Worli, Mumbai"
2025-02-15,146,84,53,1, ,"Siddharth Nagar-Worli, Mumbai"
2025-02-16,137,59,39,18,5,"Siddharth Nagar-Worli, Mumbai"
2025-02-17,90,77,21,15, ,"Siddharth Nagar-Worli, Mumbai"
2025-02-18,123,86,52,17, ,"Siddharth Nagar-Worli, Mumbai"
2025-02-19,143,82,60,11,10,"Siddharth Nagar-Worli, Mumbai"
2025-02-20,147,86,27,28, ,"Siddharth Nagar-Worli, Mumbai"
2025-02-21,130,91,71,32,8,"Siddharth Nagar-Worli, Mumbai"
2025-02-22,128,99,64,26, ,"Siddharth Nagar-Worli, Mumbai"
2025-02-23,111,79,57,22, ,"Siddharth Nagar-Worli, Mumbai"
2025-02-24,51,86,30,20, ,"Siddharth Nagar-Worli, Mumbai"
2025-02-25,113,102,68,20,9,"Siddharth Nagar-Worli, Mumbai"
2025-02-26,157,119,98,18, ,"Siddharth Nagar-Worli, Mumbai"
2025-02-27,181,106,46, , ,"Siddharth Nagar-Worli, Mumbai"
2025-02-28,157,73,24, , ,"Siddharth Nagar-Worli, Mumbai"
2025-03-01,97,87,51, ,6,"Siddharth Nagar-Worli, Mumbai"
2025-03-02,108,91,34, , ,"Siddharth Nagar-Worli, Mumbai"
2025-03-03,111,95,49, , ,"Siddharth Nagar-Worli, Mumbai"
2025-03-04,116,95,56,46, ,"Siddharth Nagar-Worli, Mumbai"
2025-03-05,94,88,73,47,5,"Siddharth Nagar-Worli, Mumbai"
2025-03-06,111,106,43,45, ,"Siddharth Nagar-Worli, Mumbai"
2025-03-07,148,93,29,32, ,"Siddharth Nagar-Worli, Mumbai"
2025-03-08,127,67,15,28,9,"Siddharth Nagar-Worli, Mumbai"
2025-03-09,65,94,39,27,11,"Siddharth Nagar-Worli, Mumbai"
2025-03-10,106,122,105,40,16,"Siddharth Nagar-Worli, Mumbai"
2025-03-11,141,102,82,46,2,"Siddharth Nagar-Worli, Mumbai"
2025-03-12,117, , , , ,"Siddharth Nagar-Worli, Mumbai"
2025-03-14, ,50,35,13, ,"Siddharth Nagar-Worli, Mumbai"
2025-03-15,10,63,49,12,7,"Siddharth Nagar-Worli, Mumbai"
2025-03-16,23,71,26,11, ,"Siddharth Nagar-Worli, Mumbai"
2025-03-17,45,58,45,8, ,"Siddharth Nagar-Worli, Mumbai"
2025-03-18,22,60,39,10, ,"Siddharth Nagar-Worli, Mumbai"
2025-03-19,39,66,77,13, ,"Siddharth Nagar-Worli, Mumbai"
2025-03-20,69,60,31,10, ,"Siddharth Nagar-Worli, Mumbai"
2025-03-21,48,50,33,10, ,"Siddharth Nagar-Worli, Mumbai"
2025-03-22,23,62,40,10,9,"Siddharth Nagar-Worli, Mumbai"
2025-03-23,56,61,47,11, ,"Siddharth Nagar-Worli, Mumbai"
2025-03-24,75,67,40,11,7,"Siddharth Nagar-Worli, Mumbai"
2025-03-25,96,49,17,9, ,"Siddharth Nagar-Worli, Mumbai"
2025-03-26,38,39,28,9,3,"Siddharth Nagar-Worli, Mumbai"
2025-03-27,14,65,41,11, ,"Siddharth Nagar-Worli, Mumbai"
2025-03-28,54,93,85,15,3,"Siddharth Nagar-Worli, Mumbai"
2025-03-29,100,84,80,11, ,"Siddharth Nagar-Worli, Mumbai"
2025-03-30,86,66,29,9,6,"Siddharth Nagar-Worli, Mumbai"
2025-03-31,66,70,50,12, ,"Siddharth Nagar-Worli, Mumbai"
2025-04-01,73,77,33,23, ,"Siddharth Nagar-Worli, Mumbai"
2025-04-02,101,70,24,10,5,"Siddharth Nagar-Worli, Mumbai"
2025-04-03,93,85,26,10,10,"Siddharth Nagar-Worli, Mumbai"
2025-04-04,66,65,16,11,10,"Siddharth Nagar-Worli, Mumbai"
2025-04-05,79,59,14,14, ,"Siddharth Nagar-Worli, Mumbai"
2025-04-06,66,67,62,11, ,"Siddharth Nagar-Worli, Mumbai"
2025-04-07,85,66,49,12,6,"Siddharth Nagar-Worli, Mumbai"
2025-04-08,80,56,36,9, ,"Siddharth Nagar-Worli, Mumbai"
2025-04-09,57,45,23,7,10,"Siddharth Nagar-Worli, Mumbai"
2025-04-10,28,43,8,7, ,"Siddharth Nagar-Worli, Mumbai"
2025-04-11,27,35,18,6, ,"Siddharth Nagar-Worli, Mumbai"
2025-04-12,19,46,20,5, ,"Siddharth Nagar-Worli, Mumbai"
2025-04-13,36,47,23,9, ,"Siddharth Nagar-Worli, Mumbai"
2025-04-14,34,57,23,6, ,"Siddharth Nagar-Worli, Mumbai"
2025-04-15,42,39,8,5,5,"Siddharth Nagar-Worli, Mumbai"
2025-04-16,22,37,9,5, ,"Siddharth Nagar-Worli, Mumbai"
2025-04-17,20,34,24,5, ,"Siddharth Nagar-Worli, Mumbai"
2025-04-18,56,39,10,5, ,"Siddharth Nagar-Worli, Mumbai"
2025-04-19,53,57,24,7, ,"Siddharth Nagar-Worli, Mumbai"
2025-04-20,60,51,14,6, ,"Siddharth Nagar-Worli, Mumbai"
2025-04-21,53,78,19,10,7,"Siddharth Nagar-Worli, Mumbai"
2025-04-22,79,78,23,5, ,"Siddharth Nagar-Worli, Mumbai"
2025-04-23,79,61,22,1, ,"Siddharth Nagar-Worli, Mumbai"
2025-04-24,61, , , , ,"Siddharth Nagar-Worli, Mumbai"
2025-04-27, ,59,9,15, ,"Siddharth Nagar-Worli, Mumbai"
2025-04-28,66,59,15,10, ,"Siddharth Nagar-Worli, Mumbai"
2025-04-29,66,51,16,13, ,"Siddharth Nagar-Worli, Mumbai"
2025-04-30,51,43,21,14, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-01,58,49,11,14,9,"Siddharth Nagar-Worli, Mumbai"
2025-05-02,56,43,18,14, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-03,54,42,16,14, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-04,54,44,7,13, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-05,56,43,12,13, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-06,59,52,23,14, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-07,55,31,18,83,4,"Siddharth Nagar-Worli, Mumbai"
2025-05-08,7,23,18,8, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-09,8,34,9,9, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-10,8,32,24,7,2,"Siddharth Nagar-Worli, Mumbai"
2025-05-11,9,26,14,7,2,"Siddharth Nagar-Worli, Mumbai"
2025-05-12,45,33,14,6, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-13,48,46,10,11, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-14,57,29,10,13, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-15,92,60,14,6, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-16,57,59,10,6, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-17,46,63,14,6, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-18,50,57,15,5, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-19,60,12,19,7, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-20,53,52,31,10, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-21,62,38,15,12, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-22,57,63,25,19, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-23,99,71,16,16, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-24,101,47,9,6,3,"Siddharth Nagar-Worli, Mumbai"
2025-05-25,65,56,6,4,4,"Siddharth Nagar-Worli, Mumbai"
2025-05-26,53,44,11,8,1,"Siddharth Nagar-Worli, Mumbai"
2025-05-27,55,59,11,17, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-28,72,69,4,13, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-29,76,73,9,5, ,"Siddharth Nagar-Worli, Mumbai"
2025-05-30,76,71,9,4,4,"Siddharth Nagar-Worli, Mumbai"
2025-05-31,72, , , , ,"Siddharth Nagar-Worli, Mumbai"
2025-06-01, ,63,5,5, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-02,63,63,7,4, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-03,63,37,19,21,7,"Siddharth Nagar-Worli, Mumbai"
2025-06-04,54,66,7,13,6,"Siddharth Nagar-Worli, Mumbai"
2025-06-05,84,54,15,12, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-06,87,26,7,13, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-07,53,49,13,12, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-08,75,51,12,4, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-09,71,40,6,5, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-10,60,24,11,5, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-11,40,30,11,5, ,"Siddharth Nagar-Worli, Mumbai"
